Character,Gender,Playable,Line
Chris,Male,Playable,"This whole town's gone to hell. The people here they're acting like those Ganados detailed in the Kennedy Report, and aside from that, there's something new, something we've never encountered before."
Sheva,Female,Playable,Our transportation has been taken out too. Requesting a mission update.
HQ,,Non-Playable,The mission stands. Capturing Irving is your top priority. We believe he may have fled to the mines on the other side of the train station.
Chris,Male,Playable,"Wait, we're the only two left, you want us to go in there alone!?"
HQ,,Non-Playable,Delta Team have been dispatched and are on their way. They will assist you in locating and apprehending Irving.
Sheva,Female,Playable,"But wait, we can't..."
HQ,,Non-Playable,"I repeat, your mission stands. We can't afford to let him get away. Proceed to the mines beyond the station. Over and out."
Sheva,Female,Playable,This is insane!
Chris,Male,Playable,You ever get the feeling you're expendable?
Sheva,Female,Playable,My God...
Chris,Male,Playable,Something's coming! Watch out!
Kirk,Male,Non-Playable,"HQ sent me in to provide you support. It's gonnet get hot down there, so watch out!"
Sheva,Female,Playable,"Roger. Thanks, Kirk."
Chris,Male,Playable,"Wow, I didn't think HQ actually cared."
Kirk,Male,Non-Playable,Stay frosty down there. You're almost at the station.
Kirk,Male,Non-Playable,"What the fuck are those!? Mathison to HQ, I'm under attack by flying B.O.W.'s!"
Kirk,Male,Non-Playable,I'm losing engine power! Oh shit! I'm out of control! I'm going down! Mayday! Mayday!
Chris,Male,Playable,Kirk! What's going on!? Come in! Kirk!
Chris,Male,Playable,Look out!
Chris,Male,Playable,"Man, am I glad to see you guys."
Josh,Male,Non-Playable,"Delta Team, captain Stone."
Chris,Male,Playable,Chris Redfield.
Josh,Male,Non-Playable,Sheva.
Sheva,Female,Playable,Thanks Josh. I owe you one.
Chris,Male,Playable,You guys know each other.
Sheva,Female,Playable,I trained under Josh. He taught me everything I knew.
Josh,Male,Non-Playable,"Sheva became the little sister of the team. Now Sheva, you must continue your search for Irving. According to the data we received fromthe hard drive, we believe he has moved onto the mining area. There's moreinfo inside. (hands Chris a flash drive) We'll follow after taking care of business here. And keep your radio handy just in case."
Sheva,Female,Playable,Thanks Josh.
Chris,Male,Playable,Jill...
Sheva,Female,Playable,"Chris, are you alright?"
Chris,Male,Playable,"This picture it's...Forget it, it's nothing. Let's move out."
Chris,Male,Playable,"Sheva, do you know where the mines are?"
Sheva,Female,Playable,Past the station. Not too far from here. Follow me.
Sheva,Female,Playable,I'll take the lantern. Stay close to me.
Sheva,Female,Playable,I'll open it. You go ahead.
Chris,Male,Playable,Freeze!
Irving,Male,Non-Playable,Oh shit!
Sheva,Female,Playable,So you must be Irving?
Irving,Male,Non-Playable,"Wow, perceptive, aren't 'cha?"
Sheva,Female,Playable,You think this is a joke? You're just like all the other pieces of scum terrorists.
Irving,Male,Non-Playable,Oh I'm not like them! I'm a businessman with standards.
Chris,Male,Playable,Drop the weapon.
Irving,Male,Non-Playable,Or...how 'bout you drop yours.
Jill,Female,Playable,Hurry!
Irving,Male,Non-Playable,Suckers!
Chris,Male,Playable,Shit!
Chris,Male,Playable,Great.
Sheva,Female,Playable,Looks like Irving has a partner.
Chris,Male,Playable,There must be something here he didn't want us to see.
Sheva,Female,Playable,What is it?
Chris,Male,Playable,Look at this.
Sheva,Female,Playable,The oil field...that's in the marshlands!
Chris,Male,Playable,We think he's heading for an oil field in the marshlands.
Josh,Male,Non-Playable,"OK, I'm sending someone after him now. I need you two to head back this way."
Chris,Male,Playable,Roger that.
Sheva,Female,Playable,I'll cover you from up there! Give me a hand!
Sheva,Female,Playable,"It's too heavy, let me give you a hand."
Chris,Male,Playable,What is that!?
Sheva,Female,Playable,"I don't know what that thing is, but I'm sure Irving's responsible!"
Sheva,Female,Playable,We should trap it between us! I'll take the rear!
Sheva,Female,Playable,This thing won't stop moving! What can we do to slow it down!
Dave,Male,Non-Playable,Chris! Sheva! Get in!
Dave,Male,Non-Playable,I heard about Irving. Tough break.
Sheva,Female,Playable,"Yes, but there will be other opportunities. (into radio) Sheva to headquarters."
HQ,,Non-Playable,This is headquarters. What's your situation?
Sheva,Female,Playable,There's a high probability that Irving is on his way to an oil field in the marshlands. we're re-joining Delta Team and heading there now.
HQ,,Non-Playable,Understood.
Chris,Male,Playable,"Ah, we got company!"
Sheva,Female,Playable,"They don't let up, do they?"
Chris,Male,Playable,"Do what you got to do to stop 'em! But don't get too trigger happy or the guns'll overheat! If that happens, we'll be an easy target till they cool down!"
Dave,Male,Non-Playable,We got some sharp curves up ahead! Hold on tight!
Chris,Male,Playable,What does this have to do with Uroboros?
Josh,Male,Non-Playable,You got me. They didn't say.
Chris,Male,Playable,Looks like the only way we're getting answers is from Irving.
Dave,Male,Non-Playable,It's gonna get bumpy! Hang on!
Dave,Male,Non-Playable,We got some sharp curves up ahead! Hold on tight!
HQ,,Non-Playable,"Reinforcements are on route. Hold your position until they arrive. I repeat, hold your position!"
Dave,Male,Non-Playable,Let's pick up the pace.
Dave,Male,Non-Playable,What the...! There's no getting past that truck unless you two do something about it!
Dave,Male,Non-Playable,Nice!
Dave,Male,Non-Playable,He's trying to ram us into the river! Do something!
Dave,Male,Non-Playable,Hang on!
Sheva,Female,Playable,What could've done this...
Chris,Male,Playable,Look out!
Chris,Male,Playable,Oh shit!
Chris,Male,Playable,Go! Go! Go! Get to the truck!
Sheva,Female,Playable,"Take this, you ugly bastard!"
Sheva,Female,Playable,Look! There's something coming out of it! We should try aiming at those!
Sheva,Female,Playable,Something's wrong with him! Watch out!
Chris,Male,Playable,"Sheva, you don't have to do this. You can still back out."
Sheva,Female,Playable,What about you?
Chris,Male,Playable,I've got a personal stake in this.
Sheva,Female,Playable,"A personal stake? Chris, look around! We should both get the hell out of here."
Chris,Male,Playable,I'm not here just for the mission.
Sheva,Female,Playable,What are you talking about?
Chris,Male,Playable,"A while back I received some intel that my old partner was still alive. At first I didn't know what to think, but when I saw the data file from Delta Team, I knew for sure. Jill is still alive."
Sheva,Female,Playable,That woman in the data file? Are you even sure it's the same person!?
Chris,Male,Playable,"We were partners, I'm sure."
Sheva,Female,Playable,Wait!
Sheva,Female,Playable,Wait! You're not going alone!
Sheva,Female,Playable,Chris! Wait!
Chris,Male,Playable,"I don't have much time, I have to find her."
Sheva,Female,Playable,I'm going with you! These are my people that are dying here.
Chris,Male,Playable,"Are you sure about this? A second ago, you were ready to cut and run."
Sheva,Female,Playable,I can't just turn my back and walk away.
Chris,Male,Playable,There are no more orders from here on in. It's just us.
Sheva,Female,Playable,We're partners to the end. Now let's get moving.
Sheva,Female,Playable,What happened to your partner?
Chris,Male,Playable,Jill and I were pursuing a man named Albert Wesker.
Chris,Male,Playable,Wesker!
Jill,Female,Playable,No!
Wesker,Male,Non-Playable,Let's finish this.
Chris,Male,Playable,Jill!
Chris,Male,Playable,Jill's body was never found and she was presumed dead. The person I saw in that data looked like her. I...have to know if she's still alive.
Sheva,Female,Playable,You two were close.
Chris,Male,Playable,We were partners. What about you? Why'd you join the BSAA?
Sheva,Female,Playable,My parents were involved in an accident caused by a pharmaceutical company when I was young.
Chris,Male,Playable,Umbrella?
Sheva,Female,Playable,Yes. I only found out later that the accident was to cover up the manufacturing of biological weapons for terrorists. They were using Africa as a test bed for their experiments. Bioweapons were responsible for the death of my parents. And someone has to pay for that!
Chris,Male,Playable,So you joined the BSAA.
Sheva,Female,Playable,"There's only so much one person can do. Even a superhero like you, Chris."
Chris,Male,Playable,"I'm no superhero. But together, we can end this"
Sheva,Female,Playable,Then let's make a stand for our fallen brothers!
Chris,Male,Playable,Hang on.
Chris,Male,Playable,They're all infected!
Sheva,Female,Playable,How could someone do this to them?
Sheva,Female,Playable,You steer! I'll shoot!
Sheva,Female,Playable,Slow down! It's hard enough to shoot as it is!
Chris,Male,Playable,Looks like we have to go this way.
Sheva,Female,Playable,I'll turn this crank. You head toward the bridge.
Sheva,Female,Playable,Get on the raft and I'll turn the crank.
Chris,Male,Playable,Tricell...?
Chris,Male,Playable,They help fund the BSAA...What the hell are they doing here?
Sheva,Female,Playable,Looks like we've arrived at the oil field.
Chris,Male,Playable,Yeah...And Irving's not getting away this time.
Sheva,Female,Playable,Look! It's Irving.
Sheva,Female,Playable,I'll cover you!
Sheva,Female,Playable,That's the last thing we need!
Sheva,Female,Playable,Another one!?
Sheva,Female,Playable,Josh?
Josh,Male,Non-Playable,Sheva?
Sheva,Female,Playable,You're alive. Are you okay? Wh--How did you get here?
Josh,Male,Non-Playable,"We were at the port when we were attacked, and then...well...I ended up here. Where's the rest of the team."
Josh,Male,Non-Playable,Shit!
Sheva,Female,Playable,It's just the three of us now.
Josh,Male,Non-Playable,"Why did you not retreat? I mean, we're no match for them!"
Chris,Male,Playable,I've got unfinished business.
Sheva,Female,Playable,The hard drive containing data on the B.O.W. experiment had a picture inside; the picture was of Chris' friend.
Josh,Male,Non-Playable,A friend?
Chris,Male,Playable,I'm not leaving until I catch Irving and find out what the hell is going on here.
Josh,Male,Non-Playable,Let's save the chit-chat for later.
Josh,Male,Non-Playable,"Sheva, cover me!"
Chris,Male,Playable,Hurry!
Josh,Male,Non-Playable,Cover me while I disable the elevator's lock.
Josh,Male,Non-Playable,"Nice job, but don't let your guard down. There's bound to be more of them around."
Josh,Male,Non-Playable,Almost got it!
Josh,Male,Non-Playable,"There! Got it! You two, on the elevator! Move!"
Josh,Male,Non-Playable,Move! Move!
Josh,Male,Non-Playable,Bloody hell! These bastards don't quit!
Josh,Male,Non-Playable,There should be an exit up ahead! Go!
Josh,Male,Non-Playable,Dammit! Is everything locked down!?
Josh,Male,Non-Playable,"This is gonna be a pain in the ass, but I will see what I can do..."
Josh,Male,Non-Playable,"Oh no! Not this shit again! You two, engage those hostiles!"
Josh,Male,Non-Playable,"Okay, got it!"
Josh,Male,Non-Playable,Forget those guys! OVer here--on the double!
Josh,Male,Non-Playable,Are you okay?
Chris,Male,Playable,"Yeah, I think so."
Sheva,Female,Playable,I'm okay.
Josh,Male,Non-Playable,It looks like Irving is trying to blow up the place and make his escape. You must stop him before it is too late. I'll try to find us a way out of here.
Chris,Male,Playable,"Alright, we'll go after Irving."
Josh,Male,Non-Playable,"Good! Okay, now there's a dock up ahead. That is probably where he is going to make his break."
Sheva,Female,Playable,Copy that.
Sheva,Female,Playable,And Josh! Be careful.
Chris,Male,Playable,Let's hurry.
Sheva,Female,Playable,Okay.
Sheva,Female,Playable,That's Irving's boat! Let's go!
Sheva,Female,Playable,There he is!
Sheva,Female,Playable,Wait! Isn't that...?
Irving,Male,Non-Playable,Splendid timing! You two are just in time for the fireworks show! Boom! (laughs)
Chris,Male,Playable,Wait! (to SHEVA) I hate that guy.
Josh,Male,Non-Playable,"Sheva, do you read me? I secured a boat! I'm on the other side of the dock! Get here on the double!"
Josh,Male,Non-Playable,What's taking so long? Chris! Use your PDA to confirm the coordinates! These guys aren't making it easy! (as CHRIS and SHEVA approach) Get over here! Hurry!
Sheva,Female,Playable,Hurry! Over here!
Josh,Male,Non-Playable,Quickly! We must go! (to SHEVA) Are you all right?
Josh,Male,Non-Playable,What happened to Irving?
Josh,Male,Non-Playable,Ahh...well he can't have gone too far.
Sheva,Female,Playable,Josh...
Chris,Male,Playable,Thanks.
Josh,Male,Non-Playable,"thank me later, we got company!"
Chris,Male,Playable,I'm on it!
Sheva,Female,Playable,We got you covered!
Josh,Male,Non-Playable,Here we go! Hang on tight!
Josh,Male,Non-Playable,Dammit! The gate's closed! See what you two can do to get it open!
Josh,Male,Non-Playable,Alright! Let's go!
Josh,Male,Non-Playable,Get down!
Josh,Male,Non-Playable,Another pipe! Get down!
Josh,Male,Non-Playable,Another gate...okay! You two know what to do!
Josh,Male,Non-Playable,Okay! Now let's go get this Irving!
Josh,Male,Non-Playable,Oh shit!
Chris,Male,Playable,Damn it! They're gonna to sink us!
Josh,Male,Non-Playable,We've got to do something!
Chris,Male,Playable,We gotta get aboard that ship!
Josh,Male,Non-Playable,Hold on! Get ready!
Irving,Male,Non-Playable,You're just one of Excella's playthings!
Irving,Male,Non-Playable,It was your master who was--
Jill,Female,Playable,One more time! What are you going to do about them?
Irving,Male,Non-Playable,Alright! Alright! I'll handle it.
Jill,Female,Playable,Use it.
Irving,Male,Non-Playable,This?
Irving,Male,Non-Playable,"Won't you two just die already!? You're making me look bad! Who do you think got this entire operation off the ground? Research like this doesn't fund itself, you know. Yet everyone looks down on me. (holds up the syringe) But not anymore."
Sheva,Female,Playable,Don't do it!
Irving,Male,Non-Playable,I'm far beyond anything you could ever hope to become! (laughs)
Chris,Male,Playable,Shit.
Irving,Male,Non-Playable,I just had an extreme makeover!
Josh,Male,Non-Playable,Chris! Status report! What the hell is that thing!?
Chris,Male,Playable,"Just get outta here, Josh! It's too dangerous!"
Sheva,Female,Playable,We'll try to stop it!
Josh,Male,Non-Playable,Understood. Just try not to get yourselves killed!
Sheva,Female,Playable,Something that undergoes such a rapid transformation must have a weakness.
Sheva,Female,Playable,There's the little weasel!
Chris,Male,Playable,Tell me what you're planning to do!
Irving,Male,Non-Playable,Damn Excella! I guess I wasn't worth the good stuff.
Sheva,Female,Playable,Excella?
Chris,Male,Playable,Where is this facility? Answer me! What is the Uroboros Project!?
Irving,Male,Non-Playable,"The BSAA...wow, you two are just on top of everything, aren't ya? The balance of the world is changing and you're completely oblivious to it."
Sheva,Female,Playable,What's changing? What are you talking about!? Is it the Uroboros Project? Is that it?
Irving,Male,Non-Playable,It's too late now. No one can stop it. Uroboros is about to change everything... (starts to moan in pain)
Sheva,Female,Playable,Chris!
Irving,Male,Non-Playable,Chris? So you're Chris. (laughs)
Chris,Male,Playable,What's so funny? How do you know about me?
Irving,Male,Non-Playable,"All your answers await ahead, Chris...in that cave. If you can survive long enough to get them. (starts to laugh again) Dying's not so bad. But it's not gonna change anything. You're still screwed!"
Chris,Male,Playable,We're wasting time here.
Sheva,Female,Playable,Chris...
Chris,Male,Playable,Poor bastard...
Sheva,Female,Playable,Now what?
Chris,Male,Playable,We keep going.
Chris,Male,Playable,So this is the place he was talkin' about.
Josh,Male,Non-Playable,So you two are really gonna go through with this?
Chris,Male,Playable,Yes.
Sheva,Female,Playable,"This is not just about Jill, but the Uroboros Project as well."
Josh,Male,Non-Playable,I guess there's nothing I can do to stop you. I will call HQ and try to get the withdrawal order rescinded. I will also try to get you backup. Try not to get yourselves killed!
Sheva,Female,Playable,"That name Irving said, Excella..."
Chris,Male,Playable,You've heard it before?
Sheva,Female,Playable,That's the name of the director of Tricell's African division.
Chris,Male,Playable,Do you think she could be connected to Irving?
Sheva,Female,Playable,"It's possible, but I don't have any proof."
Chris,Male,Playable,"Tricell...if there is a connection, what does that mean for Africa?"
Sheva,Female,Playable,"Not sure, but if we keep going, we're bound to find out."
Chris,Male,Playable,True. Let's move.
Sheva,Female,Playable,I never knew such a place existed here...
Chris,Male,Playable,It looks like there's been some recent activity.
Sheva,Female,Playable,I hope Irving was telling the truth when he said we'd find answers in this place.
Sheva,Female,Playable,I'll provide cover!
Sheva,Female,Playable,What on God's name are those? Better give them a wide berth!
Sheva,Female,Playable,Hurry! It's closing!
Sheva,Female,Playable,Get to the other one!
Sheva,Female,Playable,There's only one chain. The other one must be somewhere else.
Excella,Female,Non-Playable,The preparations are almost complete. Then we can leave.
Wesker,Male,Non-Playable,Good.
Excella,Female,Non-Playable,"You know, I was surprised Las Plagas was such a success. When you first arrived I had my doubts. And now Uroboros is complete."
Wesker,Male,Non-Playable,Your position at Tricell is secured.
Excella,Female,Non-Playable,"Oh...I have my eyes set on something much bigger. You'll be needing a partner, right? Someone suitable to join you in your new world? I believe I've proved I'm worthy, haven't I?"
Wesker,Male,Non-Playable,Perhaps you have.
Jill,Female,Playable,The BSAA are here.
Excella,Female,Non-Playable,It appears your old friend Chris Redfield has come to pay a visit. Do I sense concern?
Wesker,Male,Non-Playable,"The plan is in its final stages, I will not tolerate delays."
Spencer,Male,Non-Playable,...a new superior breed of humans...creating a new world... the Progenitor Virus...you! I was to become a God!
Wesker,Male,Non-Playable,That right is now mine.
Wesker,Male,Non-Playable,"I believe I should thank you, Spencer."
Sheva,Female,Playable,Impressive...they appear to be focusing sunlight into a laser-like beam.
Sheva,Female,Playable,I see...there's a trick to getting out of here. Tread carefully. Those beams are dangerously focused.
Sheva,Female,Playable,Looks like it worked. Are we finished?
Sheva,Female,Playable,"That pillar is in the way, but I think we can knock it over."
Sheva,Female,Playable,Another one down. What's next.
Sheva,Female,Playable,Alright! We got it!
Chris,Male,Playable,What is this place?
Sheva,Female,Playable,How can these survive underground?
Chris,Male,Playable,These are no ordinary flowers...
Chris,Male,Playable,Wait!
Chris,Male,Playable,Umbrella?
Sheva,Female,Playable,What? What was Umbrella doing here?
Chris,Male,Playable,I don't know. But it doesn't look like anyone's been around for a while.
Sheva,Female,Playable,You can be sure they wanted to keep this place a secret.
Chris,Male,Playable,Some of this equipment's got the Tricell logo on it.
Sheva,Female,Playable,Were they working together?
Chris,Male,Playable,I wonder if this is what Irving meant by answers.
Sheva,Female,Playable,"Not sure...but obviously there's a connection here with Umbrella, and that's never a good sign."
Chris,Male,Playable,"We can worry about this later. First, we need to find out about Jill."
Sheva,Female,Playable,You're right. Let's see what we can dig up.
Sheva,Female,Playable,They must be processing these flowers to make something.
Chris,Male,Playable,This is the facility from the picture. No doubt about it.
Sheva,Female,Playable,We're finally getting somewhere.
Chris,Male,Playable,Thank God there weren't more of them.
Sheva,Female,Playable,"Yeah, we wouldn't last in a fight with a whole horde."
Sheva,Female,Playable,I don't think they notice us.
Chris,Male,Playable,Guess their senses are weak.
Sheva,Female,Playable,"Just to be safe, we should be as quiet as possible."
Chris,Male,Playable,What the hell?
Sheva,Female,Playable,This was in the pictures too.
Chris,Male,Playable,"Wait, that means Jill might be here!"
Sheva,Female,Playable,What have they done?
Chris,Male,Playable,Jill!
Sheva,Female,Playable,Why?
Chris,Male,Playable,Eat this!
Sheva,Female,Playable,It's working! His shell is cracking!
Chris,Male,Playable,Have another one!
Sheva,Female,Playable,The shell is off! Aim for that spot!
Chris,Male,Playable,Dammit! Where is she?
Excella,Female,Non-Playable,Mr. Redfield. How nice to finally make your acquaintance.
Chris,Male,Playable,Who the hell are you?
Sheva,Female,Playable,Excella Gionne. She works for Tricell.
Excella,Female,Non-Playable,"Nice, you've done your homework."
Sheva,Female,Playable,An officer in the Global Pharmaceutical Consortium. Why?
Excella,Female,Non-Playable,As if I need to explain myself to you. Although were't you two given orders to retreat?
Sheva,Female,Playable,So it WAS you!
Chris,Male,Playable,Where is Jill?
Excella,Female,Non-Playable,"Jill...even if I did know, you think I would tell you?"
Chris,Male,Playable,Cut the crap! Tell me where she is!
Excella,Female,Non-Playable,"As soon as you two are done with your little vigilante mission, you should leave. There's nothing here worth throwing your lives away for."
Sheva,Female,Playable,She's lying. She knows something.
Chris,Male,Playable,It's time we get some answers.
Sheva,Female,Playable,So this was the facility Excella was talking about.
Chris,Male,Playable,She's got us under surveillance. I can almost guarantee she sent that B.O.W. to eliminate us.
Sheva,Female,Playable,"You can ask her about that, and about Jill, once we find her."
Chris,Male,Playable,"Alright, let's find her then!"
Sheva,Female,Playable,I know that voice!
Chris,Male,Playable,It's Excella.
Excella,Female,Non-Playable,That's...Albert...looking forward...
Chris,Male,Playable,Albert!?
Sheva,Female,Playable,What?
Excella,Female,Non-Playable,"And how are you holding up, Albert?"
Chris,Male,Playable,Shit! Wesker...I thought he was dead...
Sheva,Female,Playable,Looks like we have to go this way.
Chris,Male,Playable,Missiles!?
Sheva,Female,Playable,Why would they need these do you think?
Chris,Male,Playable,Maybe they're planning to start a war.
Sheva,Female,Playable,what manner of beast is that!?
Sheva,Female,Playable,These must be the discarded test subjects from the research facility.
Chris,Male,Playable,Sheva!
Excella,Female,Non-Playable,"Up here, you two."
Chris,Male,Playable,Excella...where's Jill!?
Excella,Female,Non-Playable,"Jill, Jill, Jill. You're like a broken record, you know that? Just as single-minded as he said. You've spent so long trying to track down Uroboros, well, here. Enjoy."
Sheva,Female,Playable,So Uroboros is a new B.O.W. And you're planning on selling it to terrorists.
Excella,Female,Non-Playable,"Good guess, but no. While it does resemble the B.O.W.s based on the Progenitor Virus, I have no intention of selling it to terrorists."
Chris,Male,Playable,Then what are you using it for?
Excella,Female,Non-Playable,"Evolution. It's a philosopher's stone, one that will choose through DNA who shall proceed to the next stage. My vision and his combined, now made a reality."
Sheva,Female,Playable,Evolution? What are you talking about!?
Excella,Female,Non-Playable,"Oh, you'll find out soon enough. Everyone will."
Excella,Female,Non-Playable,"Hmm, too bad. Looks like he wasn't worthy. Only the chosen ones are fit for the coming new world."
Chris,Male,Playable,Excella! Wait!
Emergency Voice,,Non-Playable,Warning! A biohazard threat has been detected. Clean-up personnel must incinerate all contaminated materials.
Chris,Male,Playable,That's the same type of bioweapon that wiped out Alpha Team!
Sheva,Female,Playable,"Yes, but this one seems much more ferocious."
Sheva,Female,Playable,Watch out for his arm!
Emergency Voice,,Non-Playable,Flamethrower tank is now full. You may resume use when ready.
Sheva,Female,Playable,That's its weak spot!
Sheva,Female,Playable,It's up to you! Burn that son of a bitch!
Sheva,Female,Playable,I can't get past its arm!
Emergency Voice,,Non-Playable,No fuel remaining. Please refill tank.
Emergency Voice,,Non-Playable,Flamethrower tank is now full. You may resume use when ready.
Sheva,Female,Playable,"Burn in hell, you son of a bitch!"
Sheva,Female,Playable,That's it! That's its weak spot!
Sheva,Female,Playable,I'll refuel it! Hold tight!
Sheva,Female,Playable,What's all this nonsense about evolution and being worthy? What does she mean?
Chris,Male,Playable,Something about a philosopher's stone and selecting DNA. It doesn't matter what she says; she's just a terrorist. End of story. We can't risk Uroboros getting out of here and infecting people.
Sheva,Female,Playable,Then let's go take care of business!
Sheva,Female,Playable,Here I go. Keep your eyes open.
Sheva,Female,Playable,OK. Get this thing moving!
Sheva,Female,Playable,It stopped!
Chris,Male,Playable,"No, something's stopping it."
Sheva,Female,Playable,It's going up again!
Sheva,Female,Playable,Got him!
Sheva,Female,Playable,More ruins. You think Excella is here?
Chris,Male,Playable,"If we wanna find out, we're gonna have to lower that bridge."
Sheva,Female,Playable,Excella Gionne! Stop right there!
Chris,Male,Playable,"Damn it, where is Jill!?"
Excella,Female,Non-Playable,"Hmph! Jill? Maybe I'll tell you, maybe I won't."
Chris,Male,Playable,"Stop playing around, we want some answers!"
Wesker,Male,Non-Playable,You haven't changed.
Chris,Male,Playable,Wesker! You ARE alive!
Sheva,Female,Playable,This is Wesker?
