Character,Gender,Playable,Line
Ethan,Male,Playable,Mia.
Ethan,Male,Playable,"Mia, wait. Wait!"
Mia,Female,Non-Playable,I can hear her… I can feel her clawing her way back inside of me. Get out! Leave me alone! I've been bad. I deserve this.
Ethan,Male,Playable,"What the fuck are you, Mia?"
Mia,Female,Non-Playable,Leave me! Go!
Woman,Female,Non-Playable,You really shouldn't have come here.
Ethan,Male,Playable,Who's this? And what the fuck is going on?
Woman,Female,Non-Playable,My name's Zoe. There should be a way out through the attic. Go there... now.
Ethan,Male,Playable,Mia?
Mia,Female,Non-Playable,"Ethan! It's OK. It's OK, it's me. I know you didn't mean to hurt me. But you shouldn't have done that! It fucking hurt!"
Mia,Female,Non-Playable,Now let's see what you feel.
Mia,Female,Non-Playable,It's my job... must... contain... outbreak! I promise... must burn it all down!
Ethan,Male,Playable,"OK, fine."
Mia,Female,Non-Playable,"I don't want your help! You were always watching me! Why? What are you hiding, Ethan? What don't you want me to know? Forget about me! They're relying on me. Everyone is relying on me. Everyone! I love you."
Jack Baker,Male,Non-Playable,"Welcome to the family, son."
Zoe,Female,Non-Playable,"Come on… don't you die on us, now. You have work to do."
Ethan,Male,Playable,Where am I? What the hell?
Mother Of The Family,Female,Non-Playable,"Rise and shine, sleepyhead. It’s time for supper."
Ethan,Male,Playable,Who are all you people? Where’s Mia?
Mother Of The Family,Female,Non-Playable,Eat it. It's good.
Son Of The Family,Male,Non-Playable,Dumb son of a bitch wouldn't know good if it hit him!
Mother Of The Family,Female,Non-Playable,Lucas!
Son Of The Family,Male,Non-Playable,"Goddamn, old man, not again!"
Jack Baker,Male,Non-Playable,"Get out the way, Marguerite! That boy's got to eat! He got to have his supper. Come here, boy. Let's do this, come on."
Mother Of The Family,Female,Non-Playable,"Oh shit, oh shit, oh shit—he's not eating it. Jack!"
Jack Baker,Male,Non-Playable,"Shut the hell up, Marguerite!"
Mother Of The Family,Female,Non-Playable,I made that for him!
Jack Baker,Male,Non-Playable,Get the hell outta here!
Mother Of The Family,Female,Non-Playable,You're a son of a bitch!
Jack Baker,Male,Non-Playable,"This was supposed to be a very special feast. Come here, boy. Come on now."
Son Of The Family,Male,Non-Playable,God damn it. I bet it's that cop again.
Jack Baker,Male,Non-Playable,Goddamn pigs! I'm coming back for you.
Jack Baker,Male,Non-Playable,"Where'd that little shit get to? You know what they say… once family, always family. Thought you'd just slip out before dinner was done? God damn it, how I am gonna replace this? You came to the wrong house, boy."
Ethan,Male,Playable,What the fuck!
Jack Baker,Male,Non-Playable,You… better… run… Here's daddy! Stay right there. You're wasting your time. I'm on to you.
Jack Baker,Male,Non-Playable,"Alright, have fun under there, boy. I'm gonna come back for you later."
Zoe,Female,Non-Playable,You did good. Ethan.
Ethan,Male,Playable,"Zoe, right? What the fuck are these…"
Zoe,Female,Non-Playable,Shut up and listen if you want to stay alive. You gotta get out of that house. There might be a way out through the main hall. And that thing on your wrist is a codex. Don't lose it. It's important.
Ethan,Male,Playable,Hell-of-a-girl.
Police Officer,,Non-Playable,"Open up! Hey, over here!"
Ethan,Male,Playable,"Hey, you gotta help me!"
Police Officer,,Non-Playable,"Hold on, back up! Now, sir, do you we here? I mean, is this your property?"
Ethan,Male,Playable,What? Me? No. No!
Police Officer,,Non-Playable,Alright. Now we got several calls about some missing persons lately.
Ethan,Male,Playable,You don't understand. I gotta get outta here!
Police Officer,,Non-Playable,Now calm down.
Ethan,Male,Playable,You're not listening to me. There are crazy people in this house trying fucking kill me!
Police Officer,,Non-Playable,"Well alright, lemme tell you this. You don't exactly seem like you're playing with a full deck yourself, alright?"
Ethan,Male,Playable,Are you kidding me?
Police Officer,,Non-Playable,"Look, like I said, we've had several missing persons calls, and I can't rule out that an outsider like yourself may not be involved."
Ethan,Male,Playable,Alright. I'll tell you whatever you want.
Police Officer,,Non-Playable,"Alright. Now that's more like it. Now, meet me in the garage. We'll talk there."
Ethan,Male,Playable,"Hey, wait! You gotta give me your gun!"
Police Officer,,Non-Playable,You must have lost your mind.
Ethan,Male,Playable,"Look, officer. Now do you wanna see my name in the obituaries? Or do you wanna be a hero and save my life? A fucking pocket knife?"
Police Officer,,Non-Playable,Here. Take it! That's all you’re gonna get. Now go. Garage. Now.
Ethan,Male,Playable,What am I gonna do with a knife?
Ethan,Male,Playable,Hey! We gotta get the fuck outta here.
Police Officer,,Non-Playable,Now first you need to tell me what you're doing here alone in the middle of the night?
Ethan,Male,Playable,Me? What about you?
Police Officer,,Non-Playable,"Now, it's my job. Why don't you do your job and tell me? Answer my questions."
Ethan,Male,Playable,You're not gonna believe me if I told you.
Police Officer,,Non-Playable,Try me. Hey. Put that door back up. Put that door back up! What are you doing?
Ethan,Male,Playable,Wait! Wait!
Ethan,Male,Playable,Fuck it. I'm gonna kill every one of you.
Jack Baker,Male,Non-Playable,"Motherfuck! Ho-ho! Alright, bring it on! Where'd you learn to drive? Let's finish this… you and I. Aww yeah, I'm gonna take you for a ride!"
Ethan,Male,Playable,No… no!! Fuuuck!
Jack Baker,Male,Non-Playable,"Oh boy, now look what you've done, motherfucker!"
Jack Baker,Male,Non-Playable,"Do I have your attention, boy? You are about to see something wonderful. Shoot me! Shoot me!"
Ethan,Male,Playable,Fuck!
Zoe,Female,Non-Playable,Did my daddy give you a hard time?
Ethan,Male,Playable,That's your father?
Zoe,Female,Non-Playable,He used to be.
Ethan,Male,Playable,"I'm sorry… but he's, uh, he's dead now."
Zoe,Female,Non-Playable,You just might be able to pull this off.
Ethan,Male,Playable,What? Pull what off?
Zoe,Female,Non-Playable,There's something I need you to do. I can't explain it right now. I’ll be in touch.
Mia,Female,Non-Playable,"Ethan, if you find this... I know I can't expect anything from you. Not after what happened. After what I did. But I just want you to know that wasn't me. I don't know what happened. There's so much that you need to know."
Mother Of The Family,Female,Non-Playable,"You gave us quite a scare, young lady!"
Mia,Female,Non-Playable,I can't let her catch me again.
Young Girl,Female,Non-Playable,"Over here, mommy."
Mother Of The Family,Female,Non-Playable,"I am sick and tired over being sick and tired of your bullshit, girl."
Mia,Female,Non-Playable,I need to hide... I need to hide...
Mother Of The Family,Female,Non-Playable,"Why are you putting me through this? What have I done to deserve this except open my home and feed you? I don't understand you at all. This is a gift. This house… this house has seen more than you imagine, and it knows. Now's not the time for that. You just don't understand or is it that you just don't care? I know you and Zoe are plotting. I know you are scheming. You think I don't know what you want to do with that boy Ethan?"
Mia,Female,Non-Playable,"No… no no, don't come over here."
Mother Of The Family,Female,Non-Playable,"I'll feed you to my babies and fertilize the garden with what was left. We open our home! We open our hearts! And what do you do?! She loves you. She wants us to be a family, god damn it. You… you! All you have to do is accept her fucking gift! We love you... Why can't you see that?! Don't move! No, no, no, no, no—you don't fuckin' try to escape your share of the blame. There's no way out of there, missy. Looks like it's a part of something."
Mother Of The Family,Female,Non-Playable,Where do you think you're going?
Mia,Female,Non-Playable,"Ethan! Ethan, please help me! Help, Ethan! No!"
Ethan,Male,Playable,"What did they do to you, Mia?"
Jack Baker,Male,Non-Playable,"Heck of a thing, ain't it? Sure as shit beats the hell out of dying. My little girl has given us a gift, and this gift is with me always. As you can see, the family is only a part of her gift. Which – in a word – means, you're fucked. Come out, come out wherever you are."
Ethan,Male,Playable,Who builds this shit?
Ethan,Male,Playable,What the– ?
Jack Baker,Male,Non-Playable,It won't be long before I find you and kill you. Here I come.
Jack Baker,Male,Non-Playable,"No way out, ya know!"
Jack Baker,Male,Non-Playable,This is all too fun.
Jack Baker,Male,Non-Playable,I was gonna be her father. But now she says he will be her father. No-no-no-no-no-no-no-no. I will find him and I will make him suffer. And you my friend will help me.
Ethan,Male,Playable,Poor deputy...
Jack Baker,Male,Non-Playable,Groovy.
Jack Baker,Male,Non-Playable,"That'a boy, that's the ticket! You are gonna get it now! Fun, ain't it? Ugh! That's it! What's the matter? Outta juice?"
Ethan,Male,Playable,Do me a favor and stay dead.
Zoe,Female,Non-Playable,You made it. You're the first I've ever seen make it this far.
Ethan,Male,Playable,"So, what is it you need me to do? Is it gonna help me get outta here?"
Zoe,Female,Non-Playable,"Yes, now listen carefully, Ethan. My family and I… our bodies are contaminated. I can't leave the property unless I get it out. Same goes for Mia."
Ethan,Male,Playable,Is there a way to get it out?
Zoe,Female,Non-Playable,We need the serum. It should clear whatever this stuff is out of the body. As long as you're not too far gone.
Ethan,Male,Playable,"Alright, so where is it?"
Zoe,Female,Non-Playable,If I knew where one was I'd already be long gone. But I have a feeling my mother has hidden some inside the old house somewhere.
Ethan,Male,Playable,"So if we get this thing, I can help Mia and we can get outta here?"
Zoe,Female,Non-Playable,"Right, and so can I. The old house is near the water – you can't miss it. I just hope you can handle my mother. Be careful. They'll be lookin for ya."
Mia,Female,Non-Playable,Ethan.
Ethan,Male,Playable,"No more bullshit, Mia. I want some answers."
Mia,Female,Non-Playable,"I know. I know. You're right. And I always wanted to tell you – but, I just – I can only remember a little and…"
Son Of The Family,Male,Non-Playable,"Daddy, right? You mind if I borrow Mommy for a little bit? Well don't just stand there – do something!"
Mia,Female,Non-Playable,Ethan! Help!
Ethan,Male,Playable,Dammit–
Mother Of The Family,Female,Non-Playable,"Aha! ...Damn. Yes, my kiddies! Alright, you piece of shit – I've had about enough of you. I told you to get out! It's mine. Watch this you troublesome piece of shit!"
Ethan,Male,Playable,"Fuck, fuck, fuck, fuck. Jesus – fuck."
Mother Of The Family,Female,Non-Playable,I told you to stay out of here.
Mother Of The Family,Female,Non-Playable,"Alright, you little cocksucker, let's get down to business."
Mother Of The Family,Female,Non-Playable,"Not nice, cher. This is beyond the pale, you hear me?"
Mother Of The Family,Female,Non-Playable,It s mine... It's mine... My light...
Ethan,Male,Playable,I think that's it.
Zoe,Female,Non-Playable,Well? Did you find a serum?
Ethan,Male,Playable,I just got done dealing with your mom and her fucking bugs. I wish you coulda warned me.
Zoe,Female,Non-Playable,Sorry about that. What about the serum?
Ethan,Male,Playable,"Haven't found any, but I did find out what we need to make one. A D-series head and an arm. This can't be right..."
Zoe,Female,Non-Playable,A head? I think I have that around here somewhere.
Ethan,Male,Playable,You do??
Zoe,Female,Non-Playable,"I don't know about the arm, though. Have you searched the whole house?"
Ethan,Male,Playable,"No, not yet. I still need to check the second floor here."
Zoe,Female,Non-Playable,"Alright, check it out. Meet me at the trailer if you find it."
Ethan,Male,Playable,What the fuck? That's special.
Mother Of The Family,Female,Non-Playable,"Gotcha! Now what do you think you are doing? I'm gonna kill you, I'm gonna kill you, I'm gonna kill you!"
Ethan,Male,Playable,Just fucking stay dead – OK?
Daughter Of The Family,Female,Non-Playable,Stay away.
Ethan,Male,Playable,"Ugh, god. I guess this is it."
Zoe,Female,Non-Playable,Did you find it?
Ethan,Male,Playable,"Yeah, I got it. Are we really gonna be able to make a serum with this thing?"
Zoe,Female,Non-Playable,"It'll be fine. After we make it, we can get out of here – together. I'll be waiting for you in the trailer."
Ethan,Male,Playable,Now where the hell are you? Never mind. We only need the head and you've got it. And this is gonna help Mia and me right?
Son Of The Family,Male,Non-Playable,"Hey, buddy! I thought you should know. I decided Zoe needed a time out She and Mia are here with me. They're keeping each other company."
Ethan,Male,Playable,Just let them both go. What do you need them for?
Son Of The Family,Male,Non-Playable,"That's family business, Ethan, and not your concern understand? Now, if you want the head, feel free to come on by anytime, I’ll give it to ya! But only if you participate in a little... activity I've put together just for you."
Ethan,Male,Playable,What activity?
Son Of The Family,Male,Non-Playable,"Oh, know you're excited, but don’t worry. It’s not going anywhere. First step I need you to take, partner, is for you to take a peek inside the fridge in the trailer there."
Ethan,Male,Playable,Fuck you.
Son Of The Family,Male,Non-Playable,"Oh, come on now, don't be like that. You wanna have some fun, don't ya? Now, look in the fridge!"
Ethan,Male,Playable,Rigor mortis must have set in. His joints are already stiff.
Ethan,Male,Playable,There’s a sickeningly sweet stench. He’s started rotting already.
Son Of The Family,Male,Non-Playable,"That pretty little thing will help you find the two keycards you're gonna need to join the party we're havin' in here. You gotta earn your way, Ethan!"
Ethan,Male,Playable,Oh my god.
Son Of The Family,Male,Non-Playable,"Hey buddy! Remember, those two key cards will get you into the party. Don't be late now!"
Ethan,Male,Playable,Let me talk to Mia!
Son Of The Family,Male,Non-Playable,"No, no, no! You gotta show up first! You haven't forgotten where the party is, have you? You can get in from the courtyard. So come on, man! Everybody's waitin' for ya!"
Experiment,,Non-Playable,Can trespassing idiots solve puzzles?
Son Of The Family,Male,Non-Playable,"You, my friend, you are one lucky son of a bitch. You know, I actually envy you. What? You don't believe me? This joy? Why you can't fake this. It has taken me weeks to finish this, and it is finally ready. And it's all for you. Aw, come on now. Don't be like that. This is going to be fun. Just you wait."
Son Of The Family,Male,Non-Playable,"I'm calling the game, “I'd really like to make it out of this room alive and not die a horrible painful death.” I know, it’s temp title. Take a candle, light it, and put it on the cake. And remember to smile. This party is for you!"
Clancy,Male,Non-Playable,Fuck you.
Clancy,Male,Non-Playable,Fucking disgusting... this is gross.
Clancy,Male,Non-Playable,What the fuck is this? What are you doing?
Clancy,Male,Non-Playable,Fuck! Fuck! Fuck! Fuck! Oh man! Fuck! Fuck!
Son Of The Family,Male,Non-Playable,Happy birthday.
Son Of The Family,Male,Non-Playable,"Ethan. E-than. Ethan, Ethan – hold on, hold on, hold on. I got something for you. Looky, looky what I got. You now what this is for? You know what Zoe wants to do with this? She’s thing is special. No, Ethan, that ain’t special. This – this right here is special. You see, Ethan, not everybody wants to turn back the clock. What? What, Eveline? I'm just trying to show him. I'm just trying to show him that not everybody wants to go back to how things were. Zoe’s a stupid bitch! She doesn't understand that I don't wanna go back to how things were before my father found y'all. Not everybody wants to turn back the clock. So – so, Ethan. Ethan? You can, uh – you can, um, crawl around underneath that filthy, rotten house all you want looking for them ingredients, but you ain't gonna find a goddamn thing, Ethan. You wanna make that serum? Ooh, baby. You're gonna have to come through me. You hear? Well, come on, Ethan. What do you say?"
Ethan,Male,Playable,Fuck.
Son Of The Family,Male,Non-Playable,"Ooo, you’ve got a good eye. What do you got against crates, Ethan? Careful, now – they bite back. Guess I'm gonna have to step up my game."
Son Of The Family,Male,Non-Playable,"I know – fucking passwords, right? Why don't you try 0814. No-no-no-no-no! 0621. No-no-no-no-no! It's 0514. Well, come on. Take a chance. You never know. Tick tock, tick tock."
Son Of The Family,Male,Non-Playable,"Ladies and gentlemen, boys and girls, welcome to the barn fight! Keep it clean, gentlemen – we have rules."
Ethan,Male,Playable,Fuck you too.
Son Of The Family,Male,Non-Playable,"It's how you deal with hardships in life that makes you a man, Ethan! Oh, damn, that's gotta smart. Got to say, I'm impressed. Not only are you still alive, you have all your fingers and toes."
Son Of The Family,Male,Non-Playable,"Fat man down, fat man down. Meh – he was never my favorite anyways."
Son Of The Family,Male,Non-Playable,"Have a nice day. Alright, what do you say we play a little game? All you gotta do is light the candle and put it on the cake."
Ethan,Male,Playable,Kiss my ass.
Son Of The Family,Male,Non-Playable,"Ethan, language. There are children in the building – somewhere – I think. I’m not sure anymore."
Son Of The Family,Male,Non-Playable,"Motherfucker! You're supposed to die! That was supposed to be for you, god damn it!"
Ethan,Male,Playable,Mia? Mia. Mia!
Zoe,Female,Non-Playable,She's alive.
Ethan,Male,Playable,Who are you? Where are you?
Zoe,Female,Non-Playable,We're just beyond the pier outside that room – hurry!
Son Of The Family,Male,Non-Playable,"Well now, Ethan!"
Ethan,Male,Playable,The fuck do you want?
Son Of The Family,Male,Non-Playable,You... dead! Guess that's not in the cards. Not yet.
Ethan,Male,Playable,"Lucky me. Look, unless you have any more surprises up your sleeve, I suggest you–"
Son Of The Family,Male,Non-Playable,"Now that would be tellin', Ethan. And I don't do spoilers."
Ethan,Male,Playable,Dick.
Ethan,Male,Playable,"Finally– I'm coming, Mia."
Ethan,Male,Playable,"Zoe? Zoe, I–"
Zoe,Female,Non-Playable,Not now. We don't have the time. Do you have both ingredients?
Ethan,Male,Playable,"Right here. This should be enough, right?"
Zoe,Female,Non-Playable,If we make 'em fast enough. My father and Lucas aren't far away.
Mia,Female,Non-Playable,He's coming. Daddy's coming.
Zoe,Female,Non-Playable,"Good, there's enough for two."
Ethan,Male,Playable,"So, after we make the serum, what's next?"
Zoe,Female,Non-Playable,There's a boat outside. We'll take it through the swamp. But neither of us'll get very far without the serum.
Zoe,Female,Non-Playable,Hey! One of those is mine.
Monster,,Non-Playable,"Zoe! Get your ass back to the house. I will deal with you later. It's bad enough you take my new daughter from me. Now, you're plotting against me – with my own blood?!"
Ethan,Male,Playable,"This is getting old, Jack!"
Jack Baker,Male,Non-Playable,Cut it out! Hungry! I'm going to kill you. Then Mia. You're not getting out of here. No one loves me. You'll choke on your blood before I'm done with you. You and that bitch Mia. Poor thing. Idiot – you can't kill me. Shitcock! Ethan! Ethan! Ethan! You're going to wish you'd had the good sense to lay down and die. I'm-gonna get ya! I'm gonna get ya! Fuck you. I can't die. But you can. You're part of the family now. I was gonna be her father. Hold still! I'm going to enjoy watching you die. Don't be scared.
Ethan,Male,Playable,Now I've seen everything.
Zoe,Female,Non-Playable,Ethan! This way.
Jack Baker,Male,Non-Playable,"Not leaving, are you?"
Zoe,Female,Non-Playable,Use the serum on him!
Ethan,Male,Playable,You want me to cure him?!
Zoe,Female,Non-Playable,Are you alright?
Ethan,Male,Playable,Yeah.
Zoe,Female,Non-Playable,Come on. Mia's waiting for us.
Ethan,Male,Playable,I had to use one of them. There's only one left.
Mia,Female,Non-Playable,There's only one left? There can't just be one left.
Zoe,Female,Non-Playable,What the hell are we gonna do now?
Zoe,Female,Non-Playable,Its fine. It was foolish thinking I could escape.
Mia,Female,Non-Playable,But Zoe–
Zoe,Female,Non-Playable,Go. Both of you just go!
Mia,Female,Non-Playable,Come with us. I'm sure there's someone who can help–
Zoe,Female,Non-Playable,"This is my home. Apparently, I belong here."
Ethan,Male,Playable,I’ll send help.
Zoe,Female,Non-Playable,Don't bother! There won't be anyone left to help.
Mia,Female,Non-Playable,"Ethan, thank you."
Ethan,Male,Playable,Who the hell else was I going to choose?
Mia,Female,Non-Playable,Ethan!
Ethan,Male,Playable,"Mia, I know you've been through a lot. But we need to talk. You had something to do with all of this, didn't you? Look, I just wanna know the truth."
Mia,Female,Non-Playable,"Ethan, I honestly don't remember."
Ethan,Male,Playable,Try. Is that the boat? How the fuck did that get here?
Ethan,Male,Playable,You're OK. What the hell was that? What the fuck? What is that? What is that?
Eveline,Female,Non-Playable,Mommy. This way.
Mia,Female,Non-Playable,How? Ethan! Ethan? Ethan!
Mia,Female,Non-Playable,What was that?
Mia,Female,Non-Playable,He must have been hiding from something.
Eveline,Female,Non-Playable,Are you remembering?
Mia,Female,Non-Playable,What? What are you?
Eveline,Female,Non-Playable,You said we could be a family.
Mia,Female,Non-Playable,What are you talking about?
Eveline,Female,Non-Playable,You said!
Mia,Female,Non-Playable,Wait! Please!
Eveline,Female,Non-Playable,I'm tired of waiting.
Eveline,Female,Non-Playable,Watch it.
Mia,Female,Non-Playable,What? Why?
Eveline,Female,Non-Playable,You need to remember – so we can be a family.
Mia,Female,Non-Playable,"Alan, you're getting worse."
Alan,Male,Non-Playable,She must have infected me during the attack. And I'm too far gone anyway. But it serves me right. It's my fault she got out.
Mia,Female,Non-Playable,"Yeah, it is your fault. But that doesn't mean I'm gonna let you die."
Alan,Male,Non-Playable,She didn't attack you?
Mia,Female,Non-Playable,It's part of her imprinting protocol. I can't believe this is happening.
Alan,Male,Non-Playable,"Here, take it. It has her tissue samples. You find her – you fix this."
Mia,Female,Non-Playable,"OK, Evie. Where are you?"
Mia,Female,Non-Playable,She's close.
Mia,Female,Non-Playable,"She's vomiting… Damn, I'll have to reset."
Alan,Male,Non-Playable,How's it going?
Mia,Female,Non-Playable,She's vomiting. Far more in excess of her body mass.
Alan,Male,Non-Playable,"Oh great. We're gonna be seeing a lot more of her ugly friends if this keeps up. Alright, we need to find her and fast. This is getting out of hand."
Mia,Female,Non-Playable,"Alan. I think she's on the other side of this door, but I don’t have a key."
Alan,Male,Non-Playable,"Try to melt down the lock. You're on the bottom level, right? Check our luggage."
Eveline,Female,Non-Playable,"Are you mad at me, mommy?"
Mia,Female,Non-Playable,"Evie, I'm not mad. Wait, what did you call me?"
Eveline,Female,Non-Playable,I don't want to live at the lab anymore. I want a house. And I want you to be my mommy.
Mia,Female,Non-Playable,"OK, Evie, I'll be your mommy. Just come back with me right now, OK? Where are you, Evie? Evie, wait!"
Alan,Male,Non-Playable,Did you find her?
Mia,Female,Non-Playable,"Yes, but she ran off. She's making more friends, Alan. Those things are everywhere."
Alan,Male,Non-Playable,I told you so.
Mia,Female,Non-Playable,Are you OK?
Alan,Male,Non-Playable,You just worry about getting Eveline back.
Warning System,,Non-Playable,Emergency Safety Lockdown system has been engaged.
Mia,Female,Non-Playable,"Alan? Alan, where the hell are you?"
Mia,Female,Non-Playable,How did you get here?
Alan,Male,Non-Playable,Where's Evie?
Mia,Female,Non-Playable,She's out of control. Without the treatments she's deteriorating.
Alan,Male,Non-Playable,"Well, it's a good thing I'm already dying."
Mia,Female,Non-Playable,Don't say that.
Alan,Male,Non-Playable,"She trusts you. That little bitch, she never– I didn't mean to call you that, Evie."
Mia,Female,Non-Playable,She's trying to take control. You have to fight her.
Mia,Female,Non-Playable,"Eveline, stop! Stop right now!"
Alan,Male,Non-Playable,Don't touch me!
Mia,Female,Non-Playable,"Ethan. You were right. I did lie to you. I shouldn't have, but... All I can say is that if you get this... Stay away. Forget that you ever knew me. Have a good life."
Eveline,Female,Non-Playable,We'll be together forever.
Eveline,Female,Non-Playable,Now do you remember?
Mia,Female,Non-Playable,"Yes, Eveline, I remember."
Eveline,Female,Non-Playable,Can we be a family like before?
Mia,Female,Non-Playable,"No, Evie. We can't be a family. We were never a family. We will never be a family."
Eveline,Female,Non-Playable,Then I don't need you anymore.
Mia,Female,Non-Playable,"Maybe it still works. Ethan– I hope I make it in time. OK, bottom level."
Eveline,Female,Non-Playable,Liar.
Mia,Female,Non-Playable,"Stop it, Eveline! Fucking hallucinations. Where is she?"
Mia,Female,Non-Playable,Ethan.
Eveline,Female,Non-Playable,He's waiting.
Eveline,Female,Non-Playable,I need you to do something for me.
Jack Baker,Male,Non-Playable,"Ethan. Ethan. I know, I know. I know – I'm not going to hurt you. Hell, I never would have if I could have helped it."
Ethan,Male,Playable,What do you mean?
Jack Baker,Male,Non-Playable,"I'm no killer, son. Neither is Marguerite, nor my boy Lucas. Or even Zoe here. That girl, Eveline, she did this."
Ethan,Male,Playable,What the hell is she? Now that did she do to you?
Jack Baker,Male,Non-Playable,She infected us with her gift. That's what she calls it. I found her near a busted-out tanker in the bayou. Everything changed after that.
Ethan,Male,Playable,"So she infects you, and then she takes control?"
Jack Baker,Male,Non-Playable,"No, not exactly, son. She just – she forces her way into your mind and your soul and… you can't fight back. You are connected to her and you can't resist the urge to… You're a different person after that."
Ethan,Male,Playable,So Mia sent me that message because of Eveline.
