Character,Gender,Line
Carlos,Male,"Personal space, OK. I get it. Let's go. Aw, c'mon. Who's the dipshit that closed this? Sorry. We're gonna have to go around."
Jill,Female,"Hey, what do you know about that monster?"
Carlos,Male,Nothing. I've never seen anything like it. But it's no zombie. It knows what it wants and won't stop till it gets it. Don't you like that in a man?
Jill,Female,No thanks. He's all yours.
Carlos,Male,"Listen, I promise you're in good hands. I'm with the Umbrella Biohazard Countermeasure Service. U.B.C.S. for short."
Jill,Female,Are you kidding me? Are you fucking kidding me? You guys are the ones who caused all of this!
Carlos,Male,Whoa whoa whoa whoa. What are you talking about? We're just here to help people. What's wrong with Umbrella?
Jill,Female,What's wrong with Umbrella? Oh my god. Your company is responsible for infecting everyone!
Carlos,Male,"Yeah, uh, I don't know anything about all that. You don't have to trust me, but I'm going to the shelter. You comin'? C'mon. It's this way."
Carlos,Male,Hey Captain. This fine young lady could use our help.
Mikhail,Male,"Carlos, you didn't even think to ask fine young lady her name? She is an elite operative of R.P.D. Special Tactics and Rescue Service. Her name is… something... Valentine."
Jill,Female,It’s Jill.
Mikhail,Male,"Nice to meet you, Jill. I am U.B.C.S. Platoon Leader Mikhail Victor. My team was sent here to rescue civilians."
Jill,Female,Right. How's that going for you?
Mikhail,Male,"The city is completely cut off. Isolated. Most of the hundred thousand civilians will wind up dead. Ah, correction: undead. My platoon has suffered serious losses. Just keeping them alive is more than I can manage."
Jill,Female,"Well, you can thank your corporate overlords for that."
Mikhail,Male,"Yes, well... We are doing all we can. If we can get this subway train moving... we can evacuate some survivors. But we need help. My men cannot do this alone."
Jill,Female,"Alright, I'm in. But I am on their side. Not yours."
Carlos,Male,"Oh hey, hey, that's cool. We all want the same thing."
Mikhail,Male,"Thank you, Jill."
Carlos,Male,"Alright, supercop. Here you go. We can use this to stay in contact."
Jill,Female,I know what a radio is.
Carlos,Male,"OK, first things first. We need to get you geared up. Head up to street level. You'll find supplies there."
Jill,Female,Alright.
Carlos,Male,"(to Mikhail) Shit, Captain. They really took a chunk out of you."
Mikhail,Male,Nothing that I will miss.
Carlos,Male,"(via radio) Jill, it's me again. You topside yet?"
Jill,Female,Working on it. So what's the plan?
Carlos,Male,(via radio) The old tank's got me clearing the tracks. You mind getting the subway infrastructure back online?
Jill,Female,And how do I do that?
Carlos,Male,(via radio) Let's start by restoring power. I'll navigate you to the substation once you hit the main road.
Jill,Female,Copy that. Let's do this fast.
Jill,Female,It almost looks like I could get this working if I plug in the right… whatever it is.
Jill,Female,More survivors. We've got to get that train moving.
Jill,Female,Carlos? I've reached the main avenue. Which way do I go?
Carlos,Male,(via radio) See a big transmission tower? That's the substation. You'll have to circle around through an alley to your right to get there.
Jill,Female,You mean the alley that's on fire?
Carlos,Male,(via radio) ...Maybe? Surely a tall drink of water like yourself can put out a few flames.
Jill,Female,Fuck you.
Jill,Female,Gotta put this out.
Jill,Female,"This must be the subway company's offices. Huh, nothing..."
Jill,Female,There.
Jill,Female,Is someone in here?
Jill,Female,You're U.B.C.S.?
Guy,Male,"Yeah. C-Careful, careful. C'mon don't look at me like that, alright? I'm not an infected!"
Jill,Female,"OK, let's take care—"
Guy,Male,No no no wait! Please!
Jill,Female,What the fuck!
Man,Male,He was infected.
Jill,Female,He might have been infected.
Man,Male,Are all S.T.A.R.S. this soft? No wonder so many of you are dead.
Jill,Female,And what are you? U.B.C.S.? Killing your own people?
Man,Male,He would have turned. Where is your sense of self-preservation? Go back to the subway station. We don't need a bleeding heart like you getting in the way.
Jill,Female,"Ugh, it smells like... Oh, I don't even wanna think about it."
Jill,Female,Oh my god.
Jill,Female,Get it out!
Jill,Female,Fucking gross!
Jill,Female,Here we go.
Jill,Female,Done. Time to get the hell outta here.
Jill,Female,"Oh, come on!"
Jill,Female,"OK, all that leaves is the main power switch."
Jill,Female,Enjoy that.
Jill,Female,"Carlos, it's Jill. I've restored power to the subway"
Carlos,Male,(via radio) Nice going! Next up is the traffic control system. It should be in the subway company's offices.
Jill,Female,"Right, I think I know the building."
Carlos,Male,"(via radio) Really? Way to go, partner. One step ahead!"
Jill,Female,Not your partner.
Jill,Female,Are you shitting me!?
Jill,Female,"Carlos, that thing is still alive! It's after me!"
Carlos,Male,(via radio) What? Run! Come back to the station!
Jill,Female,Not until I get traffic control online!
Jill,Female,"OK, back again. Carlos, I'm in the control room. Now what?"
Carlos,Male,(via radio) Nice! Now you gotta plot out a route.
Jill,Female,"OK, gimme a sec. Alright, where are we headed?"
Carlos,Male,(via radio) The train is stopped at Redstone Street. We need to reach Fox Park Station. Can you program that in?
Jill,Female,Hey I’m supercop. Consider it done.
Computer,,Please enter a route.
Jill,Female,What did he say? Redstone Street to Fox Park...
Computer,,Valid route confirmed.
Jill,Female,"Carlos, it's me. I've finished inputting the subway route."
Carlos,Male,"(via radio) Jill, you are amazing! Tough as nails, too. Hurry back to the station. We'll make sure the subway is ready to depart."
Jill,Female,What the fuck!?
Jill,Female,What the hell is it doing to them?
Carlos,Male,"Nice job, supercop. I'm impressed."
Jill,Female,We back in business?
Carlos,Male,"Yeah, mostly. But we need 30 to 40 minutes to finish maintenance."
Carlos,Male,Nicholai! How we doin'?
Nicholai,Male,The town's crawling with those freaks. No chance of fighting our way out of the city. Why is she here?
Carlos,Male,She's helping get the trains running again.
Nicholai,Male,"Bad time to start carrying dead weight, friend. She's unreliable. Can't pull the trigger when it counts."
Carlos,Male,"Hey, take it easy."
Nicholai,Male,She'll get you killed.
Carlos,Male,Sorry about that. Everyone's a little worked up.
Carlos,Male,Aw come on. Not again.
Jill,Female,It's me he's after. I'll buy you some time.
Carlos,Male,"Hey wait! Wait, Jill! No! God dammit!"
Jill,Female,"Come on, you creepy-ass stalker! You want S.T.A.R.S.!? I'll give you S.T.A.R.S.!"
Jill,Female,"Carlos, do you copy? Carlos! ...Shit. I need to find another way out."
Jill,Female,A map of the area. Perfect.
Jill,Female,What was that?
Jill,Female,Door won't budge. Looks like it needs a power source.
Jill,Female,Ohhh god. I'm definitely burning these clothes.
Jill,Female,What the fuck was that!?
Jill,Female,"Carlos, can you hear me now?"
Carlos,Male,"(via radio) Jill! Oh, thank god! Everything OK?"
Jill,Female,"Yeah, I'm alive. I lost him."
Carlos,Male,(via radio) Great. The subway's ready to go. We'll leave as soon as you make it back.
Jill,Female,"It can use weapons? I gotta get out, quick!"
Jill,Female,"Alright, let's do this. Maybe I can hit the fuel tank."
Jill,Female,It's still kicking?
Jill,Female,"Carlos, it's Jill. Do you read me?"
Carlos,Male,(via radio) Loud and clear. You alright?
Jill,Female,Yeah... Bastard's dead.
Carlos,Male,"(via radio) Good. Fuck 'im. But what were you thinking, turning yourself into bait? You could've been killed."
Jill,Female,Don't start I did what I had to..
Carlos,Male,"(via radio) I know. And, uh… thanks. The subway's ready to go. Hurry back."
Kendo,Male,Don't move! Shit… Jill.
Jill,Female,Kendo. You're alright.
Kendo,Male,"Yeah well, alright's a stretch. Sorry I got a little jumpy there. Didn't know quite what to expect."
Jill,Female,"No shit. Look, we're using the subway to get people out of town. You in?"
Kendo,Male,Subway. Well... That's good thinking.
Jill,Female,When we get out there's gonna be a lot to do. We could use a man of your skillset. What's wrong?
Kendo,Male,"Nothin'. Just uh... Just bad timing is all. Look, um… don't worry about me. I'm gonna make other arrangements. OK?"
Jill,Female,You better. You're the best gunsmith around.
Kendo,Male,"Oh, no."
Jill,Female,Don't do anything stupid.
Kendo,Male,"Oh that's—that's your job, right? (smiles) Take care, Jill."
Kendo,Male,"If you're heading to the station, take that service alley out in front of the shop, OK? The key's hanging on the wall."
Jill,Female,A rocket launcher? Really!?
Carlos,Male,"(via radio) Jill, you OK?"
Jill,Female,"Carlos, that monster's on my ass again!"
Carlos,Male,(via radio) Are you shitting me? I thought you killed it!
Jill,Female,Me too!
Carlos,Male,"(via radio) Jill, you there? I think I know how to slow that fucker down. Head back toward the station!"
Jill,Female,And lead him right to you?
Carlos,Male,(via radio) It's OK. Trust me!
Jill,Female,This is insane.
Carlos,Male,"Jill! This way! Hey, you OK? GO… GO!"
Jill,Female,C'mon! Forget about him!
Carlos,Male,C'mon. Let's get out of here.
Jill,Female,"Carlos, I know we didn't get off to a great start, but… thanks for the save."
Carlos,Male,"Hey, you saved my ass first. You're a hell of a lot braver than me."
Jill,Female,"Well, what matters is that we can get everyone out of the city now."
Carlos,Male,Yeah. You'll be safe.
Jill,Female,What about you?
Carlos,Male,From the sound of it. I won't be catching the train.
Jill,Female,Why not?
Carlos,Male,"There'll be new orders. If it means I can help save the city, that's fine by me."
Mikhail,Male,"Good work. Your reputation is well deserved. Get inside, the subway is about to leave. Carlos, Tyrell. You have your orders. You need to go back out into the city and find Nathaniel Bard."
Jill,Female,"This isn't the last ride out of town, right?"
Mikhail,Male,"Do not worry. Once the civilians are safe, the train will be back."
Carlos,Male,"It's alright, you go on ahead. I'm not gonna die on you, and leave you in a cold, cruel, Carlos-less world."
Jill,Female,OK.
Mikhail,Male,You need to find this scientist. His vaccine research could save us all.
Nicholai,Male,(clapping) You see? You're learning. The only life that matters is your own.
Mikhail,Male,Good luck. Let's go!
Nicholai,Male,"You don't really think a pencil-pusher like Bard is still alive, do you?"
Mikhail,Male,I have it on good authority. Why? Are you worried about teammates? Or something else? Funny how brainless zombies can ambush a platoon like that. Funny the gate was locked. Don't you think?
Jill,Female,What was that?
Jill,Female,How is this fucker not dead yet!?
Mikhail,Male,"Jill, no. They're gone. Come. This way."
Jill,Female,"Nicholai, what are you doing?"
Nicholai,Male,It's not after me.
Jill,Female,Nicholai!
Mikhail,Male,"Get off my train, shitbird."
Carlos,Male,It's been awhile. Subway's gotta be clear of the city by now.
Tyrell,Male,Along with your hot date?
Carlos,Male,"Nah, she's not like that. Hell, she's not like anybody."
Tyrell,Male,"Alright, keep your head screwed on, Romeo. This is the police station."
Carlos,Male,"Uh, you sure? 'Cause it looks like a cemetery to me."
Marvin,Male,Brad! Stop!
Carlos,Male,T!
Marvin,Male,"C'mon, man. Not you too."
Marvin,Male,Sorry…
Tyrell,Male,Shit! It's locked!
Carlos,Male,You stay on the door. I got this fucker. Come get some!
Tyrell,Male,Leave him! C'mon!
Carlos,Male,He's S.T.A.R.S.? That could be useful.
Carlos,Male,Where'd that cop go?
Tyrell,Male,"Don't know, don't care. We got a job to do. If our intel's still worth a damn, then Bard's in the S.T.A.R.S. office. Let's find him and take him into custody."
Carlos,Male,Custody? I thought this was a rescue.
Tyrell,Male,"Carlos, take a look at this. I've located the S.T.A.R.S. office. Remember, Bard had access to Umbrella's darkest secrets. He knows we'll try to keep him under our thumbs."
Carlos,Male,So this “search and rescue mission” is really more like find and detain. ...Right. Good to know.
Tyrell,Male,I’ll open the shutter so you can get through.
Carlos,Male,You stay here and find out what's been going on here at the station.
Tyrell,Male,Call ya if I find anything. Hey. Be careful.
Carlos,Male,"Yeah, you too, man."
Carlos,Male,Now here's a weird fuckin' door.
Tyrell,Male,Leave it. We're here for Bard.
Carlos,Male,What the hell was that thing? Couldn't have been a zombie. It didn't stick around. Here we go…
Carlos,Male,"T, you copy? There's something real nasty in here. I don't know what it is."
Tyrell,Male,(via radio) Something nasty? Alright. I'll take a look with the cameras. Watch your six.
Carlos,Male,"If cameras killed those things, I'd be set. There you are, dickface!"
Tyrell,Male,"(via radio) Carlos, I've hit a dead end with the terminal here. Gonna head your way."
Carlos,Male,Copy that.
Carlos,Male,Better not.
Carlos,Male,"Gotta move. One at a time, take a number. Man, it sucks to be popular. This asshole again!"
Carlos,Male,Dr. Bard!
Dr. Bard,Male,"Oh, thank god. Do you know how long I've been trying to reach somebody?"
Carlos,Male,"Don't worry, we're gonna get you out of there. Just tell me where you are."
Dr. Bard,Male,"I'm trapped in a goddamn hospital, surrounded by every kind of abomination... Look, just send in S.T.A.R.S. They're gonna know what to do."
Carlos,Male,"Nah, negative. R.P.D.'s overrun too."
Dr. Bard,Male,"Then figure it out! Umbrella's gone crazy. They're killing all the researchers. I am the only one who knows how to make the vaccine to stop the zombies... So you can either sit there with your dick in your hand, or send—send somebody who's capable of getting me the hell out of here!"
Tyrell,Male,I like him already.
Carlos,Male,"Yeah, you would. You heard what he said. We can't turn him over to the company."
Tyrell,Male,"That's not our call to make. That's Mikhail's call. I'm gonna check the computer and see if I can trace the doc's location. This'll take some time. Look around, see if you can find anything useful."
Carlos,Male,"Yeah, what's up? Derailed? Was anyone hurt?"
Tyrell,Male,Jill?
Carlos,Male,"Ah, shit... Wait what!? Jill? Jill, what happened!? Jill come in! T, I gotta go."
Tyrell,Male,Do what you gotta. I'll take care of Bard.
Jill,Female,"Am I the only one who made it? Carlos, come in. Carlos? Dammit, guess I'm out of range."
Jill,Female,That fucker's still alive. I can't stay here.
Jill,Female,Bitch can't even swim.
Jill,Female,Carlos! Respond!
Carlos,Male,(via radio) Yeah. What's up?
Jill,Female,We didn't make it. The train derailed.
Carlos,Male,(via radio) Derailed? Was anyone hurt?
Jill,Female,Everybody's dead. Mikhail. Everybody.
Carlos,Male,(via radio) Shit...
Jill,Female,Nicholai left us to die.
Carlos,Male,"(via radio) Wait, what!?"
Jill,Female,What the fuck!?
Jill,Female,It's back!
Carlos,Male,"(via radio) Jill? Jill, what happened!? Jill! Come in!"
Jill,Female,"Oh, come on!"
Jill,Female,"I'm gonna kill you! Alright, let's do this. Suck it!"
Jill,Female,"Carlos!? You still there!? Oh, come on. You're gonna crap out on me NOW? God damn it!"
Nicholai,Male,"Interesting... You've done me a big favor, Miss Valentine."
Carlos,Male,"Hey! Answer me! God damn it! Tyrell, do you copy?"
Tyrell,Male,(via radio) What's going on?
Carlos,Male,"Jill's been infected, I... I'm taking her to the hospital. Maybe Dr. Bard can save her!"
Tyrell,Male,"(via radio) Alright, I'll meet you there."
Carlos,Male,"You hang in there, supercop. I got ya."
Carlos,Male,"Fight it, Jill. I'm gonna get you that vaccine. You're gonna be OK, I promise."
Carlos,Male,"Tyrell, where's Bard now?"
Tyrell,Male,(via radio) Gotta be the lab in the back. Stay frosty. I'm on my way.
Carlos,Male,Copy. I'll go on ahead.
Computer,,Welcome to the office of Dr. Nathaniel Bard. Please state your business clearly into the intercom.
Carlos,Male,"Dr. Bard, are you in there? I'm here to rescue you! Open the door!"
Carlos,Male,"OK, not this way…"
Carlos,Male,Jesus Christ!
Nurse,,All I wanted to know was what the documents were doing in your office in the first place—
Dr. Bard,Male,"Who do you think you're talking to? I'm goddam Nathaniel Bard! I'm the best biologist you'll ever meet, you bedpan-changing waste of a nursing degree. Of course I have connections higher up. Of course the military consults with me on projects beyond your comprehension. So stop wasting my time with your nosy questions!"
Nurse,,"...I-I'm sorry, Doctor."
Dr. Bard,Male,"...You didn't read the documents, did you?"
Nurse,,"No, I shredded them just like you asked."
Dr. Bard,Male,"Good... Good. If that's all, you can go back to wiping your patients' asses. That's what they pay you for, right? And polish my shoes."
Nurse,,"Yes, sir."
Dr. Bard,Male,"I bet you know a lot about polishing, don't you? Now fuck off. And don't say a word to anyone."
Carlos,Male,Bard. (via radio) Tyrell! Bard's dead. He's been shot!
Tyrell,Male,(via radio) Shit. And the vaccine?
Carlos,Male,I'm looking.
Tyrell,Male,"(via radio) Well, look harder! There's gotta be a computer, right?"
Dr. Bard,Male,"This is VRC Chief Nathaniel Bard. September 29... 11 p.m. I am acutely aware... that my time's running out. And I hope and pray by making this recording and bringing the truth to light... that I can restore some small shred of honor to my name. All of Raccoon City's suffering began with the release of a biological weapon known as the T-Virus. My employer, the Umbrella Corporation, engineered this virus... and they ordered my team to develop a vaccine, which we did. Now I keep samples of this vaccine here in my office, The rest of it is stored underground. But those sons of bitches on the board... they want to destroy it. They don't want the world to know what they've done... so they're trying to erase all evidence that the virus ever existed. Now I'm not a fool. I know they don't want me to—"
Carlos,Male,"My god, Jill knew all along. And she trusted me anyway."
Carlos,Male,Is it here?
Carlos,Male,"Alright, Jill. Hang tight. T, I got it!"
Tyrell,Male,(via radio) Good. I'm headed your way.
Carlos,Male,Be careful.
Tyrell,Male,(via radio) Careful? (laughs) Have you seen this town? It'll be a fucking miracle if I get there in one piece.
Carlos,Male,"You're gonna be OK, Jill."
Carlos,Male,Come on... This shit better work.
Carlos,Male,Jesus. Tyrell. What the hell happened!?
Reporter,,"Attention all citizens. The contagion spreading throughout the city has been designated uncontainable. On October 1, Raccoon City will be completely destroyed in a missile strike. All residents capable of rational thought are urged to evacuate immediately. This is not a test. Attention all citizens... (the recording continues)"
Carlos,Male,"Man, that's only a day away. There's still people in the city!"
Tyrell,Male,You think Uncle Sam gives a shit? Fuck. Here they come.
Carlos,Male,Now you sit tight. I got this.
Tyrell,Male,"Better grab some gear. Sounds like there's a lot of 'em out there... (via radio) I'm gonna try to lower the window shutters! The less entry points, the better!"
Carlos,Male,And how do we do that?
Tyrell,Male,(via radio) I'll try hacking into the hospital security system. Keep 'em off me in the meantime!
Carlos,Male,"OK, now the fun shit begins."
Tyrell,Male,"(via radio) Carlos, they've breached the room!"
Carlos,Male,"Aw, c'mon."
Tyrell,Male,(via radio) Find the breaker! It must be somewhere!
Carlos,Male,Almost got it! There. Now I just gotta clean up.
Tyrell,Male,"(via radio) Carlos, maybe you can knock the pillar down with that explosive!"
Carlos,Male,I'm on it!
Tyrell,Male,(via radio) Carlos! You alright?
Carlos,Male,Not even close. But at least it's over. I'm comin' back.
Tyrell,Male,Vaccine's the real deal.
Carlos,Male,Good.
Tyrell,Male,You goin' somewhere?
Carlos,Male,You're damn right.
Tyrell,Male,What do you think you're gonna do? The whole city's about to be microwaved.
Carlos,Male,"C'mon, man. Call the government. Tell them we found a cure. You stall for time!"
Tyrell,Male,Ballsy motherfucker.
Carlos,Male,"Jill! Oh, thank god! You're OK. I've got good news. It's over now. The city's safe."
Carlos,Male,"(barely speaking) Shoot me, Jill!"
Carlos,Male,It's the only way…
Jill,Female,Where am I? What's going on?
Jill,Female,"October 1st? No, it can't be."
Tyrell,Male,Morning sunshine.
Jill,Female,You saved my life.
Tyrell,Male,I sure as shit didn't. That was all Carlos. He carried you here and he treated you himself crazy bastard.
Jill,Female,Where is he?
Tyrell,Male,"He went underground. Bard stockpiled the vaccine, enough to give the city some hope."
Jill,Female,He thinks he can do this by himself. I'm going after him.
Tyrell,Male,"Wait! Did you see the broadcast? They’re gonna blow the city sky high. I'm trying to get ahold of someone, anyone with the clearance to stop it. Leave this mess to him. He's a professional."
Jill,Female,So am I.
Tyrell,Male,"Right. Guess I'm not talkin' you out of this. The storage facility is underground, beneath this hospital. I've lost contact with Carlos, so expect trouble."
Jill,Female,(looking at his body) This looks like Nicholai’s work.
Jill,Female,This must be the way underground.
Jill,Female,How is it no one in the hospital ever noticed all this?
Nicholai,Male,"(via loudspeaker) I must admit, I respect your tenacity. But I'm afraid our games end here."
Jill,Female,(to herself) You think this is over?
Jill,Female,"A dead end… No, wait."
Jill,Female,Shit. He got away. What was he doing in here?
Tyrell,Male,Jill!
Jill,Female,Tyrell!
Tyrell,Male,I got through! They're willing to negotiate—
Tyrell,Male,"They'll call off the strike, if—and this is one big-ass if… we can deliver the vaccine to them before they launch."
Jill,Female,How long do we have?
Tyrell,Male,"Hours, maybe."
Jill,Female,Then let's not waste one more second.
Tyrell,Male,This way.
Jill,Female,Sure you don't need to stop?
Tyrell,Male,Stop and do what? I got your back.
Jill,Female,Alright. Let's get this done.
Jill,Female,Tyrell!
Jill,Female,Now! Keep going! We're almost there!
Tyrell,Male,Jill!
Jill,Female,No…
Tyrell,Male,Go! GO!
Jill,Female,Shit!
Computer,,"To begin vaccine synthesis, place the materials in the chamber."
Jill,Female,"Synthesis? I have to make it myself? Alright, gotta figure this out."
Computer,,Override key successfully generated.
Jill,Female,What have we here?
Computer,,Override key removed.
Computer,,Override complete.
Jill,Female,An antigen sample. I'll definitely need this for the vaccine.
Jill,Female,This must be what powers it.
Jill,Female,Out of the way!
Jill,Female,So it's called the Nemesis.
Computer,,Synthesizing vaccine... Synthesis complete. Please remove the vaccine canister.
Jill,Female,What in god's name is this place?
Nicholai,Male,Ooh. What do we have here?
Jill,Female,"Nicholai, don't! The city needs that vaccine!"
Nicholai,Male,"More than I do? Hmm. (he steps on Jill’s hand) I don't think the wisdom I've been trying to impart on you is getting through. Now I know you can't put a price on life. But I'm in this business to get paid. So let's make a deal. You go down there, battle the Nemesis. And if record it all and sell the combat data. Put on a good show and maybe I don't need the vaccine. Agreed? Good."
Carlos,Male,"Jill, is that you?"
Jill,Female,Carlos!?
Carlos,Male,You're OK! Let me spot for you!
Jill,Female,Good idea.
Carlos,Male,"Watch it! You've got company! He's hiding behind tank eight! Number eight! Here come some more! Look out! He's hiding behind tank two! Now! Rip that fucker apart! Got some more incoming! Number two! Yeah! Here come some more! Look out! Got some more incoming! Number one! Here come some more! Look out! Got some more incoming! Number five! I got this! Not what I intended to hit, but I'll take it! Here come some more! Look out! Got some more incoming! Number seven! Here come some more! Look out!"
Carlos,Male,Jill! Here comes the crane. Use it to climb up!
Jill,Female,"Oh no! C'mon, c'mon…"
Carlos,Male,"Jill, stay back!"
Carlos,Male,Now! Get on! I'm gonna melt this fucker into mush.
Carlos,Male,"OK, I'll meet you up ahead!"
Jill,Female,Nicholai. Where did you go...? I have to get that vaccine back.
Jill,Female,"It's done. Give me the vaccine, you greedy son of a bitch."
Nicholai,Male,Oh no no no no. You print money. I like money. We shall make ours an ongoing arrangement Now drop the gun!
Nicholai,Male,"Have you—Have you ever seen anything so incredible? The data on this would be worth millions! But, uh, you know how it is—city's about to explode... And you can't put a price on life. Good luck!"
Jill,Female,Nicholai!
Carlos,Male,Jill!
Jill,Female,Go after Nicholai! He's got the vaccine!
Carlos,Male,What about you?
Jill,Female,We're running out of time! I've got this.
Carlos,Male,I know you do.
Jill,Female,"(to Nemesis) Look, Just so you know? This is the last fucking time."
Computer,,Opening compartment.
Jill,Female,Now we're talking!
Computer,,Cooldown in progress. Please reactivate power sources.
Jill,Female,"Damn, it needs power! Felt that, did you? How about some more! Go ahead! I'm gonna put you right back on your ass! You think I don't know how to fuck you up!?"
Computer,,All power sources activated. Powering up.
Jill,Female,I am sick of your SHIT!
Jill,Female,Come on! Next time… take the fucking hint.
Jill,Female,Good riddance.
Jill,Female,Can't let Nicholai get away with that vaccine! I hope Carlos managed to stop him. I can still catch him.
Jill,Female,Oh no…
Nicholai,Male,"You're not going to stop me. Promised you this, didn't I?"
Jill,Female,No! Do you have any idea what you've just done?
Nicholai,Male,Don't know. Don't care. My client ordered me to reduce Umbrella to rubble.
Computer,,Ten minutes until missile impact.
Nicholai,Male,"Ah. The missile has launched. And that is my cue to leave. Good-bye, Miss Valentine. A shame you didn't listen to me when you had the chance."
Carlos,Male,Jill! Shoot him!
Jill,Female,I can't! I'll hit you!
Carlos,Male,Do it! You have to! There's no other way!
Jill,Female,Carlos!
Carlos,Male,Hey. I told you I couldn't leave you in a Carlos-less world. That would just be too cruel. What about him?
Jill,Female,Why'd you do it?
Nicholai,Male,There's a price tag for everything. Even letting the world burn.
Jill,Female,Who are you working for?
Nicholai,Male,I'll tell you if you get me out of here. I'll pay you whatever you want.
Nicholai,Male,"You're a fool. You're a fool! If I die, you'll never find out the truth."
Jill,Female,I don't mind a little detective work.
Carlos,Male,Jill. You alright?
Jill,Female,There it is.
Carlos,Male,It's finally over.
Jill,Female,"So long, RC."
