Character,Gender,Line
Leon,Male,Shit. They took my gear.
Leon,Male,Condor One to Roost. I've located Baby Eagle. It sounds like she's being kept in some church.
Hunnigan,Female,Great! That's good news.
Leon,Male,I heard it from this guy I met. Said his name is Luis Serra. There was something fishy about him. I need you run a background check.
Hunnigan,Female,"Wilco, Condor One. I'll see what I can find. In the meantime, make your way to that church."
Leon,Male,Right. I'm probably due for confession anyway. Condor One out.
Leon,Male,"Hey, that's my gear."
Leon,Male,I'll be taking these back.
Man,Male,"Over here, stranger."
Leon,Male,Who is that?
Merchant,,"Let's do some business then, ey! Welcome! A job well done deserves payment in kind. Got some rare things on sale, stranger. That's good work if I do say so myself. Pleasant travels. What's that? How have we procured these curiosities? Heheheh, you don't wanna know, mate. Rubies or rubbish, it makes no difference. The price, well, that's our choice to make. A deal well struck, heheh! A bit more space never hurt anyone. Perfect size for you, stranger. Wish your enemies sweet dreams from afar with a bullet straight through their heads, mwahaha! Go on, take this as well. Free of charge! All yours, stranger. So that's a request, done and dusted, eh? Good stuff, mate. Haha, well done! You've proven yourself reliable. Well then. What can I do you for? Your valuables won't do you much good in the grave. Got a selection of good things on sale, stranger! A wise choice, mate. Its ammo will penetrate just about anything."
Leon,Male,The hell am I?
Leon,Male,"All right. Outta the way! Sorry, must've slipped. They keep coming!"
Merchant,,"Hello, stranger. We're starting to get an idea of your tastes, friend. Good as new. Anything else I can 'elp you with? Come back anytime."
Leon,Male,"Oh... Break's over, I suppose!"
Leon,Male,"Well, that stinks."
Leon,Male,Fuck!
Leon,Male,Are you even feeling this?
Leon,Male,Finally.
Leon,Male,Not too shabby. Someone is showing up their neighbors.
Leon,Male,Old photos…
Old Man,Male,Your blood has accepted the Gift.
Leon,Male,Gift… in my blood?
Hunnigan,Female,Roost to Condor One. I've got that intel you requested on Luis Serra. It seems he used to be a researcher for Umbrella.
Leon,Male,Umbrella? I should've left him in that bag to rot.
Hunnigan,Female,"I'm sending you the details. Take a look, but Baby Eagle is your priority."
Leon,Male,Copy that. Making my way to the church. Condor One out.
Leon,Male,"You too, huh?"
Leon,Male,"Take care of yourself, buddy."
Leon,Male,What!?
Leon,Male,Next?
Merchant,,"I have some new goods that might interest you. Welcome! Got some rare things on sale, stranger. There's some things money can't buy. You've got a soft spot for treasure, ey? Yeah, that's the way. Got a selection of good things on sale, stranger! I knew you were a go-getter! Why not try your hand at a new gun, stranger? Might save your life… Not only will you need cash but you'll need guts to buy that weapon. Information is a commodity these days. Easy work."
Leon,Male,A church... I made it.
Leon,Male,Damn it.
Leon,Male,Condor One to Roost. The church is sealed up.
Hunnigan,Female,And Baby Eagle?
Leon,Male,"Negative, nothing yet. But they sure do have this place locked up tight."
Hunnigan,Female,I see. I can think of one reason they'd want to do so.
Leon,Male,"Oh she's here, that's for sure. I'll find a way in. Condor One out."
Leon,Male,The lake... Let's hope for no more surprises.
Leon,Male,They keep coming! Outta the way!
Leon,Male,Good luck finding someone big enough to use this thing.
Merchant,,"So that's a request, done and dusted, eh? Good stuff, mate."
Leon,Male,There are enough weapons here to get a party going.
Merchant,,"Good stuff, stranger! What can I interest you in? My back is killin' me. Years haven't been kind to us, I suppose. I'll buy almost anything. Well done, stranger! Got a selection of good things on sale, stranger! Crossin' your T's, dottin' your I's. That's the way to be. This kind of work is about finesse, stranger. Little bit goes a long way. You'll see… A well-tuned weapon can make up for a lack of skill, friend. We're starting to get an idea of your tastes, friend. Come back anytime. Gun rhymes with fun for a reason, stranger!"
Merchant,,"Welcome, stranger. I believe this is your first time 'aving a go at target practice. There's only one rule—shoot the targets as they pop up. Simple enough, am I right? If you do well, I'll make it worth your while. Knick knacks and whatnot. Anyway, have fun, mate! Rely too much on a single weapon and you'll find yourself out of ammo, mate. Begin! Brilliant! That's the stuff! Superb shot! Reload! Brilliant! That's it! It's a bullet bonanza! Fire everything you've got! That's your lot! A perfect performance!? Are you for real, mate!? Begin! Superb shot! You're an artist, mate! Oh, beautiful! Brilliant! Reload! Double kill! You're an artist, mate! And that's the game! My... I-I'm speechless. Begin! That's the stuff! Reload! You're an artist, mate! Double kill! Brilliant! You've been waitin' for it. A flood of targets! You're an artist, mate! Oh, beautiful! And that's the game! Some of the targets are, well, particularly sturdy. One shot won't be enough for those, I'd wager! Do come again, stranger."
Leon,Male,Fuck.
Leon,Male,The hell was that?
Leon,Male,Looks like there's something over there.
Leon,Male,"Damn, look at the size of that..."
Leon,Male,"C'mon, fill the tank when you're done! All right."
Leon,Male,Shit. God damn it.
Leon,Male,Huh!
Leon,Male,One down.
Leon,Male,"Sorry, must've slipped. Last one. This is what I'm talking about. All right. They keep coming!"
Merchant,,"Ah, I see you took care of a request. Well done. Nice work! Well then. What can I do you for? What's that? How have we procured these curiosities? Heheheh, you don't wanna know, mate. Heheh, a wise choice. I know I say that a lot, but I mean it. Rubies or rubbish, it makes no difference. The price, well, that's our choice to make. Perfect. You're a real professional. Easy work. Moldin' a weapon to suit your specific needs, oho! It's a thing of beauty, innit? Dazzled, are you? Our craftsmanship demands no less. Will that be all, then? Can't sell what I don't have. Don't get yourself killed now, haha."
Leon,Male,"Think you can swallow me whole, huh?"
Leon,Male,Where'd you go?
Saddler,Male,"Sacrificial lamb. You will receive our most sacred body. It begins now. When day breaks, you too will join our covenant. To share in my holy blessing… forever."
Leon,Male,Condor One to Roost. Do you read me?
Hunnigan,Female,Condor One!? You've been radio silent for three hours. Are you all right?
Leon,Male,Yeah… I'm fine. Won't let it happen again.
Hunnigan,Female,And the church?
Leon,Male,Still looking for whatever key I need.
Hunnigan,Female,Copy that. I'm glad you're OK. Roost out.
Leon,Male,What the...? What the fuck...
Leon,Male,What is this place? Some kind of shrine? Same mark from the church.
Leon,Male,Is this the key?
Leon,Male,It's the lake.
Merchant,,"I have some new goods that might interest you. Welcome! Got some rare things on sale, stranger. You'll get some bang for your buck, I guarantee it. Information is a commodity these days. Without the necessary funds, I'm afraid we don't have a deal! That won't cover it, I'm afraid. Thank you! Will that be all, then? Don't get yourself killed now, haha. A deal well struck, heheh! A decent size. But size ain't everything, am I right? See how that feels, mate. Fella like yourself should notice the difference right away."
Leon,Male,"Ah, it's locked. All right. Here you go! Give me a break already. You're serious?"
Merchant,,"Nothing but the finest wares! Welcome! What can I interest you in? This is what I'm talking about! Fine work! Without the necessary funds, I'm afraid we don't have a deal! Haha, well done! You've proven yourself reliable. Anything else I can 'elp you with? My back is killin' me. Years haven't been kind to us, I suppose. Heheh, a wise choice. I know I say that a lot, but I mean it. Good as new. There you are, as you wished. This kind of work is about finesse, stranger. Little bit goes a long way. You'll see… Well then. What can I do you for? Pleasant travels."
Leon,Male,Condor One to Roost. I found the key to the church.
Hunnigan,Female,"Copy that. Now, go get Baby Eagle."
Leon,Male,"Right, no time to chat. I'm going in. Condor One out."
Leon,Male,Shit.
Leon,Male,Here you go! Present for you.
Leon,Male,"Hey, it's that dog. You wanna help? Cause I could use it!"
Leon,Male,You got worms too?
Leon,Male,You're kidding me. Shit!
Leon,Male,That's what I'm talking about! Good boy!
Leon,Male,Shit! C'mon!
Leon,Male,"God damn... I was almost a pancake. OK, let's get to that church."
Leon,Male,"Thanks, bud."
Leon,Male,Ashley Graham!? I'm here to help!
Leon,Male,Ashley? You in there?
Leon,Male,"Ashley? Ashley Graham, are you in here?"
Ashley,Female,Just let me go.
Leon,Male,Listen.
Leon,Male,"Easy with that! My name's Leon. I'm here on the president's orders, and—"
Leon,Male,That went well.
Leon,Male,Hey. It's dangerous outside. You need to listen to me—
Ashley,Female,What is that? Over there?
Saddler,Male,Pursue them. The lost lambs are escaping. Deliver unto them... salvation.
Ashley,Female,What do we do?
Leon,Male,"Your father trusts me. And I need you to trust me too, and do exactly as I say. I'm gonna get you home safe."
Ashley,Female,"OK, Leon."
Leon,Male,"All right, let's get the hell out of here."
Ashley,Female,Seriously? I just bought this.
Leon,Male,Get the ladder.
Ashley,Female,"Me? Um, OK."
Ashley,Female,What do we do? There's no way out.
Ashley,Female,No way.
Leon,Male,"It's OK. I've got you. Hey, trust me!"
Ashley,Female,Th-Thanks…
Leon,Male,"Roost, I've secured Baby Eagle."
Hunnigan,Female,Copy that. Is she OK?
Leon,Male,Affirmative.
Hunnigan,Female,"Well done, Condor One. I'll dispatch a chopper ASAP. I'm sending you the coordinates for the extraction point. Make your way there. And don't let anything happen to Baby Eagle."
Leon,Male,Copy that.
Hunnigan,Female,"Hurry, the weather is getting worse. Roost out."
Leon,Male,"Like I said, it's dangerous. Stay close."
Ashley,Female,OK.
Leon,Male,OK. It's all right. With me.
Ashley,Female,OK.
Leon,Male,You're serious? They're coming. Get behind me!
Ashley,Female,"Oh, god! What is wrong with these people!?"
Leon,Male,Give me some space.
Ashley,Female,OK.
Leon,Male,Come on!
Ashley,Female,No prob.
Merchant,,"I have something I think you'll like. Welcome! Oh, what're ya buyin'? A deal well struck, heheh! Come back anytime."
Ashley,Female,"Hey, can we take a break?"
Leon,Male,"Sorry, we need to keep moving."
Ashley,Female,Got it…
Leon,Male,Hunnigan was right about the weather…
Leon,Male,Shit! Come on. I need you to open it from the other side. It's open. Good work. Damn! I knew it. Next?
Ashley,Female,"Seriously, this can't be happening..."
Leon,Male,C'mon! Shit!
Ashley,Female,"Leon, no!"
Leon,Male,Twisty son of a bitch.
Ashley,Female,I'm definitely gonna catch a cold.
Luis,Male,Hey! Over here! Come on!
Leon,Male,You!
Luis,Male,"Hey... Listen, about earlier, I—"
Leon,Male,"Yeah, about that…"
Luis,Male,Hey. I see you found your missing señorita.
Ashley,Female,"The señorita has a name, and it's Ashley. And you are?"
Luis,Male,Name's Luis. Encantado. (Charmed.)
Leon,Male,Great. We all have names. Now then—Who are you? And what're you doing here?
Luis,Male,"Very good questions, unfortunately…"
Leon,Male,Hide. Now!
Luis,Male,"In that case, here, help me."
Leon,Male,"Ashley, quick! Over here! Go!"
Luis,Male,OK. It's game time.
Luis,Male,"Hordes of them against two of us. Oh, and let's not forget—this mob is made up of monsters. You done warming up? Hope you stretched!"
Leon,Male,"Yeah. Now, if you'd shut up, we'd be good to go."
Luis,Male,"Lighten up, cowboy."
Leon,Male,Give me a break already.
Luis,Male,"I've been waiting, hero boy! Perfect timing! Give me a hand! One down. It's all you! They keep coming! Look! We've got a big one on our hands!"
Leon,Male,Little busy at the moment!
Luis,Male,"Hey, our guests will think we're rude! So much for service with a smile, huh! But I guess bullets work just as well."
Leon,Male,Stay focused!
Leon,Male,None left!
Ashley,Female,"Leon! This way, hurry!"
Leon,Male,Ashley!?
Ashley,Female,Wh-What's happening to me?
Luis,Male,Ashley. Is this the first time you've coughed up blood like this?
Leon,Male,You wanna start explaining?
Luis,Male,"The cough, the blood—it's caused by something called a… plaga. (plague, pest, infestation) OK. You saw those people, right? Well, you have the same thing inside you. The same thing that made them like that. This, what you're experiencing, these symptoms… They're only the beginning."
Ashley,Female,I don't want to become like them.
Luis,Male,"You are, well, lucky. You see, at this early stage, the parasite—the plaga. It is possible to remove it… with a surgical procedure. And all you need is some know-how. And, oh yeah—the right equipment."
Leon,Male,"Wait. You, too?"
Luis,Male,"No worries. See, I have a plan. But you're going to have to trust me."
Luis,Male,Great! We're partners then!
Leon,Male,"Hey, why are you—"
Luis,Male,No time for any questions. The clock is ticking!
Leon,Male,Why are you helping us?
Luis,Male,Because it makes me feel better. Let's leave it at that. I will contact you later.
Luis,Male,Hey. Got a smoke?
Ada,Female,I do. The kind you like. Now where's the Amber?
Luis,Male,"Unfortunately, it's not on me at the moment. And you really should be telling me what a good job I did."
Luis,Male,Busted my ass and managed to hide it right before I got caught. Which is why I'm still alive!
Ada,Female,"The deal was we get you out of here when you deliver the Amber. No Amber? No protection, Luis."
Luis,Male,"Such a stickler for details, huh Ada? OK, then. I'll go get it now. How about that?"
Luis,Male,And I do have something else I need to get too.
Leon,Male,"This is Roost. I've got some bad news, Condor One."
Hunnigan,Female,"With the weather like this, the chopper can't make its approach. Can you stand by until it clears?"
Leon,Male,Negative. Too dangerous. We're gonna get out of here and find someplace safe.
Hunnigan,Female,"I'm sorry, I wish I could do more to help."
Leon,Male,Don't worry about it. We'll swim home if we have to. Condor One out.
Leon,Male,Let's go.
Ashley,Female,What's... What's gonna happen to me?
Leon,Male,"Right now, let's just focus on getting out of here."
Ashley,Female,Yeah. Right.
Leon,Male,"We've got company. Keep moving, but quietly. Got it?"
Ashley,Female,OK… I’ll… I’ll try…
Leon,Male,All right.
Ashley,Female,Leon!
Leon,Male,Guess we're doing this!
Leon,Male,Sure is quiet.
Leon,Male,Looks like I need something. All right. Won't open...
Leon,Male,Stay here.
Ashley,Female,What!?
Ashley,Female,O-OK.
Leon,Male,Great.
Leon,Male,"Sorry, didn't realize that was yours."
Leon,Male,"I am flattered, but I'm a one-lady type of guy."
Leon,Male,They keep coming! One down.
Ashley,Female,"Leon! Leon, help!"
Leon,Male,Hey!
Leon,Male,You hurt? Hang in there!
Ashley,Female,"No, I'm OK."
Leon,Male,Come on!
Ashley,Female,All right.
Leon,Male,"Stay down, all right?"
Ashley,Female,Holy...
Leon,Male,Here you go!
Leon,Male,Are you hurt?
Ashley,Female,"No, I'm... I'm OK, I guess."
Leon,Male,You did well back there. Seems this isn't your first time running from creeps.
Ashley,Female,I can't tell if that's meant to be a compliment.
Leon,Male,All right. Come on.
Ashley,Female,OK.
Leon,Male,Ashley!
Ashley,Female,Leon!
Old Man,Male,Your soul requires cleansing.
Old Man,Male,"Come, child."
Leon,Male,"Ashley, run! Hurry!"
Ashley,Female,Nooo!
Old Man,Male,There is no escape.
Ashley,Female,Leon!
Leon,Male,Don't worry about them! One down. The bridge!
Ashley,Female,Leon! Watch out!
Leon,Male,This way!
Leon,Male,You OK?
Ashley,Female,I'm stuck!
Leon,Male,We need to go!
Leon,Male,You gotta be kidding me.
Ashley,Female,I'm good!
Leon,Male,Then run!
Leon,Male,Close one.
Ashley,Female,Yeah.
Leon,Male,"Listen. You're the one he wants. If we see him again, you run."
Ashley,Female,Wh-What about you?
Leon,Male,I'll do my job.
Ashley,Female,Be careful.
Ashley,Female,Leon!
Old Man,Male,Cease your pointless struggling. Abandon your body to the will of our God.
Leon,Male,"You're a shitty missionary, you know that?"
Old Man,Male,"Oh, Almighty! Grant me the strength to crush your enemies."
Leon,Male,"Son of a bitch! Ashley, run!"
Ashley,Female,OK!
Leon,Male,Hasta luego! (Goodbye!)
Old Man,Male,"God, thank you for our gift!"
Leon,Male,You wanna get ugly? Let's get ugly!
Leon,Male,That had to have done something.
Leon,Male,Guess your tapdancing days are over!
Leon,Male,Back at you!
Leon,Male,Hey! Watch where you're swinging those things!
Leon,Male,"Running out of options, huh?"
Ashley,Female,Leon!
Ashley,Female,"Leon, quick! This place is coming down!"
Leon,Male,Give my regards to your god.
Ashley,Female,"Hey! You coming? Leon! Hey, come on! It's dangerous! Leon, hurry!"
Ashley,Female,You're welcome?
Leon,Male,Thanks. This fire's bound to catch their attention. Let's keep moving.
Ashley,Female,"Uh, Leon? I'm not going to turn into one of them, right?"
Leon,Male,I won't let that happen. I promise.
Ashley,Female,What's going on?
Leon,Male,"Well, at least we don't have to worry about being followed. Come on."
Luis,Male,Hola. Luis here. You guys still around?
Leon,Male,"Well, I wanted to go home, but Ashley just had to see this castle first."
Luis,Male,"Perfect, because I have a present I want to give you. Medicine that will help to suppress the progress of your...problem."
Leon,Male,Where do we go?
Luis,Male,Let's see... Come to the courtyard inside of the castle. We can meet up there. ¡Ciao!
Leon,Male,"All right, Ashley. Luis just said—"
Ashley,Female,I got it. Guess we better get going?
Merchant,,"Got some new wares, stranger. You're in for a treat. Welcome! I've got something new for you, mate. All my wares are in tip-top shape, I assure you. Rubies or rubbish, it makes no difference. The price, well, that's our choice to make. A deal well struck, heheh! Come back anytime. Got a selection of good things on sale, stranger! Heheheheh, thank you. Don't get yourself killed now, haha. Got a selection of good things on sale, stranger! Thank you! I see you have an eye for things. Gun's not just about shootin'. It's about reloadin'. You'll know what I'm talkin' about. Come back anytime. Thank you! Let us know when you've made some room. That cash in your pocket or your life? Easy choice, mate. This gun turns heads into pumpkins, mate. Take this for a rampage through the patch, heheh! Come back anytime. Heheheheh, thank you. That's an exemplary firearm right there, stranger. Not the best, sure, but she'll make you an ideal companion. See how that feels, mate. Fella like yourself should notice the difference right away. We're starting to get an idea of your tastes, friend. I don't always have this in stock, stranger. Pleasant travels."
Leon,Male,"Huh. Courtyard's gotta be through that gate. Don't think our hosts are gonna roll out the red carpet. What is that? Guessing it's not for decoration.... Crossbows, huh. Something tells me they don't want to be friends. Things just keep getting better."
Ashley,Female,What're they—
Leon,Male,Shh. Keep your voice down.
Leon,Male,Give me a break already.
Ashley,Female,No way! They have catapults!?
Leon,Male,I guess this is their idea of a warm welcome! You OK?
Ashley,Female,Yeah.
Leon,Male,They keep coming! You hurt?
Ashley,Female,"No, I'm OK."
Leon,Male,Shit! You're serious? Ashley! You all right?
Ashley,Female,"Yeah, I'm fine."
Leon,Male,Stay back!
Leon,Male,Firing again! Come on!
Ashley,Female,You got it!
Leon,Male,All right. That went well.
Ashley,Female,A little warning next time!
Ashley,Female,"Wow, look at this place. I mean, it's old but..."
Merchant,,"So that's a request, done and dusted, eh? Good stuff, mate. Heheheh, I knew I could count on you. Got a selection of good things on sale, stranger! My back is killin' me. Years haven't been kind to us, I suppose. Your valuables won't do you much good in the grave. Thank you! Easy work. This kind of work is about finesse, stranger. Little bit goes a long way. You'll see… Don't get yourself killed now, haha."
Salazar,Male,"A most warm welcome to my castle. Such a pleasure to finally make your acquaintance, Mr. Kennedy."
Leon,Male,Who—the hell—are you?
Salazar,Male,"Me? Oh please, call me Ramón. And allow me to get straight to the point. I would like you to hand the girl there, over to me...now."
Leon,Male,"Yeah, fat chance, Ramón. The girl's just fine. With me."
Ashley,Female,Never!
Leon,Male,You heard the lady.
Leon,Male,Just stay close.
Ashley,Female,Watch out! You OK?
Leon,Male,"Yeah, no sweat."
Leon,Male,"Ah, it's locked."
Leon,Male,Over here.
Ashley,Female,‘K.
Leon,Male,Be careful.
Ashley,Female,It's open.
Leon,Male,Looks like we can continue on this way.
Ashley,Female,Be careful.
Leon,Male,Poor bastard... That's no way to go.
Ashley,Female,Ah! What was that? Do they keep animals down here or something?
Leon,Male,It can't see me...
Leon,Male,Gotcha!
Ashley,Female,"Ah! Oh, it's you. What happened down there?"
Leon,Male,"Nothing. You were right about the animals, though. You OK?"
Ashley,Female,"I'm fine. Well, for now."
Ashley,Female,Wow... Look at all of this.
Leon,Male,Won't budge…
Ashley,Female,What's that used for?
Leon,Male,"Well, it's just a replica. Only a couple uses for it."
Ashley,Female,This artwork... Doesn't it look like it's telling some kind of story?
Ashley,Female,"Hang on, this is the same room as before, isn't it? Guess we just circled around."
Ashley,Female,"Leon, what're you doing!?"
Leon,Male,Don't even think about trying this yourself!
Ashley,Female,Me? As if!
Merchant,,"Gun rhymes with fun for a reason, stranger! Welcome! Well then. What can I do you for? Rubies or rubbish, it makes no difference. The price, well, that's our choice to make. Thank you! Give that the care it deserves, mate."
Ashley,Female,"Leon! Are you kidding me!? Jumping across chandeliers? Seriously, who does that?"
Leon,Male,"What're you, my mother?"
Leon,Male,Not this guy again.
Ashley,Female,Ugh!
Leon,Male,No good.
Ashley,Female,Be careful.
Ashley,Female,"Leon, they're here!"
Leon,Male,"Ah, the entertainment!"
Ashley,Female,Leon! Watch out!
Leon,Male,"Out of the way! Come on! Hang on. Not bad, right? Shit!"
Ashley,Female,Put me down!
Ashley,Female,You OK?
Leon,Male,Yeah.
Leon,Male,"Sorry, must've slipped."
Ashley,Female,Holy…
Leon,Male,This is gonna be bright!
Leon,Male,This should do the trick.
Leon,Male,Shit!
Ashley,Female,"All right, awesome!"
Leon,Male,We're not out of the woods yet.
Ashley,Female,A hidden platform?
Leon,Male,"A little over the top, don't you think?"
Leon,Male,Come on.
Ashley,Female,‘K.
Leon,Male,You gonna be OK?
Ashley,Female,Yeah. I-I got this!
Ashley,Female,Leon!
Leon,Male,I'll cover you! Don't stop!
Ashley,Female,All right.
Ashley,Female,All right! Now that one!
Leon,Male,Be careful!
Ashley,Female,"Leon, watch out!"
Ashley,Female,Leon!
Leon,Male,Hang on! I've got you!
Leon,Male,Huh! C'mon! Ashley!
Leon,Male,All right.
Ashley,Female,I did it!
Leon,Male,"OK, get back here!! Hurry up!"
Ashley,Female,OK!
Leon,Male,You hurt?
Ashley,Female,"I'm good, thanks."
Leon,Male,Over here.
Leon,Male,"Hey, you sure you're good?"
Ashley,Female,Y-Yeah...
Leon,Male,Looks like the right place.
Leon,Male,You OK?
Ashley,Female,I think so. Uh—
Leon,Male,Ashley!
Leon,Male,Wait!
Leon,Male,"Roost, come in! Things went to shit. We took refuge inside a castle, but I've just been separated from Baby Eagle."
Hunnigan,Female,Say---ding you.
Leon,Male,Roost? You're breaking up. Do you read me?
Hunnigan,Female,--dor One! -- in! ---chopper-
Leon,Male,Damn it. So much for that.
Merchant,,"Heheh. Having a rough day, stranger? Welcome! I've got something new for you, mate. Your valuables won't do you much good in the grave. Perfect. You're a real professional. Good stuff, stranger! Came into some other bits and bobs too, mate. There's some things money can't buy. Don't worry, I offer repair services as well. Better to be overprepared, am I right? Give that the care it deserves, mate."
Leon,Male,This is messed up.
Leon,Male,Is he doing this? Sorry to interrupt! The hell is happening!?
Ada,Female,"You can stop right there, Leon. Wouldn't make me use this, would you?"
Leon,Male,"Well after six years, that is one hell of a greeting… Ada."
Ada,Female,You don't seem surprised. Interesting...
Leon,Male,Try using knives next time. Better for close encounters.
Ada,Female,Not a bad move. Very smooth.
Leon,Male,So who are you working for this time?
Ada,Female,"Oh, Leon. You know I don't work and tell."
Ada,Female,Leave the girl. She's lost no matter what. You walk away now… and who knows? Maybe you'll live to meet me again. And then I might get you that greeting you were looking for.
Leon,Male,You think I'm gonna give up that easy?
Ada,Female,Right. How about we continue this discussion another time?
Leon,Male,Last person I thought I'd run into here...
Leon,Male,"That should do it. All right, need to find Ashley."
Leon,Male,"Oh, great..."
Leon,Male,Christ!
Merchant,,"Gun rhymes with fun for a reason, stranger! Your valuables won't do you much good in the grave. A deal well struck, heheh! Moldin' a weapon to suit your specific needs, oho! It's a thing of beauty, innit? Crossin' your T's, dottin' your I's. That's the way to be. Dazzled, are you? Our craftsmanship demands no less."
Leon,Male,She said meeting you once was enough.
Leon,Male,"Oh, you were expecting me. OK, I think I see how this works."
Leon,Male,Next?
Leon,Male,C'mon! Another one? You guys are really starting to become a giant pain in my ass.
Leon,Male,Outta the way!
Leon,Male,Yes! A cannon! Hope it works.
Leon,Male,"Get ready. Adios, you son of a bitch."
Leon,Male,"All right, open for traffic."
Leon,Male,Sorry. I've had my fill of you guys.
Leon,Male,(to himself) Ashley? Where are you?
Ashley,Female,Stay back! I might hurt you again. I'm so scared. When that happened… I wasn't myself anymore. I was something else.
Leon,Male,"Ashley, that must have been terrifying. I-I know."
Ashley,Female,You too?
Leon,Male,"It's OK to be afraid, you know. But you can't run. You got to keep moving forward. We will beat this. Together."
Ashley,Female,I don't know if I can.
Leon,Male,"You can. Just give me a heads-up before you stab me next time, OK?"
Ashley,Female,Leon… Thanks.
Leon,Male,"Luis, where are you?"
Luis,Male,"Sorry I, uh, I screwed up. Come to my rescue, Prince Charming."
Leon,Male,"I'll show you charming, pal!"
