Character,Gender,Line
Wesker,Male,Now there are a lot of rooms in that mansion that we can't get into because they're locked up. I have been looking around for clues...
Jill,Female,"Okay, I'll go to the other house and see if I can find any clues."
Wesker,Male,Will you do that? I'm counting on you.
Brad,Male,"This is Brad. I know you can't answer me, but somehow, give me a sign."
Jill,Female,(into radio) This is Jill. Brad? (angry moan) It's broken...
Barry,Male,"Jill, have you found anything interesting?"
Jill,Female,"Yes, but I can't see very well."
Barry,Male,How about going down to check by yourself? I have a rope here.
Jill,Female,"Oh, do you? Well then I'll try to go down using the rope."
Barry,Male,Wait.
Jill,Female,"Hey, what's going on?"
Barry,Male,"Now I've done it! Sorry, Jill, wait. I'll go and get another rope."
Jill,Female,Barry? Barry!
Barry,Male,"Hey, are you there, Jill? Grab the rope!"
Barry,Male,"I'm sorry, Jill."
Jill,Female,I didn't know THAT was going to happen.
Barry,Male,Sorry. I was really careless.
Jill,Female,"Are you okay, Barry? Maybe you're getting tired."
Barry,Male,"No, I'm alright. Don't worry. (pause) Jill, I've found something!"
Jill,Female,Thank you. I'll take this then.
Barry,Male,"Jill, have you found anything interesting?"
Jill,Female,"Yes, but I can't see very well."
Barry,Male,How about going down to check by yourself? I have a rope here.
Jill,Female,"Oh, do you? Well then I'll try to go down using the rope."
Barry,Male,Wait.
Barry,Male,"Yeah, Richard gave this to me. The radio is a keepsake from him."
Jill,Female,Richard... *(She takes the Radio.)*
Barry,Male,"This is more useful to you than me. Ready to go? *(Jill nods. Then Jill climbs down. But once she is down, the rope falls!)*"
Jill,Female,"Hey, what's going on?"
Barry,Male,"Now I've done it! Sorry, Jill, wait. I'll go and get another rope."
Jill,Female,Barry? Barry!
Barry,Male,"Hey, are you there, Jill? Grab the rope!"
Barry,Male,"I'm sorry, Jill."
Jill,Female,I didn't know THAT was going to happen.
Barry,Male,Sorry. I was really careless.
Jill,Female,"Are you okay, Barry? Maybe you're getting tired."
Barry,Male,"No, I'm alright. Don't worry. (pause) Jill, I've found something!"
Jill,Female,Thank you. I'll take this then.
Barry,Male,"Oh, Jill. What good timing. A moment ago I heard someone's voice coming from this hall. Let's go together, since it's dark, and we can't see very well."
Jill,Female,"Okay, let's go."
Barry,Male,"Okay. Then I'm gonna cover you. Let's hurry! *(Jill looks down.)* Hey, are you alright? I can go first if you want me to."
Jill,Female,"Oh, yes, please. I'm a little nervous."
Barry,Male,"I understand. It may be more dangerous if you come behind me. Be careful! *(Barry walks off. As Jill walks forward to follow him, a gunshot is heard.)*"
Jill,Female,Barry?
Barry,Male,That was too close. Let's go together.
Jill,Female,"(nods) Okay, let's go!"
Barry,Male,"Okay, then I'm gonna cover you. Let's hurry! *(They continue. Scene ends.)*"
Jill,Female,"Okay, let's go."
Barry,Male,"Okay. Then I'm gonna cover you. Let's hurry! *(Jill looks down.)* Hey, are you alright? I can go first if you want me to."
Jill,Female,"Okay, let's go, Barry. I'm depending on you."
Jill,Female,"Barry, I..."
Barry,Male,"Sure, it may be dangerous. I'll go, even if I have to go by myself. Will you be waiting here, Jill?"
Jill,Female,I'm sorry.
Barry,Male,It's okay. I'm going now. *(Barry salutes her and walks off. Jill won't see him again until the Wesker confrontation in the lab. Barry dies afterwards.)*
Jill,Female,"Barry, I..."
Barry,Male,"Sure, it may be dangerous. I'll go, even if I have to go by myself. Will you be waiting here, Jill?"
Jill,Female,"Barry, I think I'll take some other route."
Barry,Male,"I see. Yeah, maybe you should. Be careful! *(Barry salutes her and walks off. As Jill walks forward, a gunshot is heard.)*"
Jill,Female,Barry?
Enrico,Male,Is that Jill?
Jill,Female,Is that voice Enrico's?
Enrico,Male,Yeah.
Jill,Female,You're alive!
Enrico,Male,"(interrupting) Wait there! Are you with anybody, Jill?"
Jill,Female,What? Oh yes. *(Barry walks over.)*
Barry,Male,Enrico! *(He walks closer to join Jill.)*
Enrico,Male,"So, Barry and Jill together."
Barry,Male,"Are you alright, Enrico?"
Enrico,Male,The S.T.A.R.S. are doomed. Someone is a traitor. (The camera zooms in on Enrico) Everything was plotted from the start by Umbrella...
Jill,Female,Enrico!!
Enrico,Male,Is that Jill?
Jill,Female,Is that voice Enrico's?
Enrico,Male,Yeah.
Jill,Female,You're alive!
Enrico,Male,"(interrupting) Wait there! Are you with anybody, Jill?"
Jill,Female,"Wha, What? Oh, no; I'm alone. But why are you asking?"
Enrico,Male,"Listen, the S.T.A.R.S. are going to be finished soon. Someone is a traitor. (Camera closeup on Enrico) Everything was plotted from the start by Umbrella..."
Jill,Female,"Enrico! Who killed him, I wonder?"
Jill,Female,What happened?
Barry,Male,Uhh... I'm really... embarrassed... I was... clumsy...
Jill,Female,"Oh, you don't have to talk. I'm going to give you first aid!"
Barry,Male,Maybe... my time's come... Jill... take this... I've been cheating... you all... from the start... If you can... forgive me... Would you... please give this to my family... (Jill nods) And if you can... please... try... to protect them...
Jill,Female,"What do you mean by that, Barry? Don't give up!"
Barry,Male,"Uhh... Jill... be careful of that guy... (gasps) Please... stay alive... (convulses, gives his last sigh, and dies)"
Chris,Male,"Jill? Is that you, Jill?"
Jill,Female,Oh Chris! You're alive!
Chris,Male,"(walks over to the cell door window) Of course. Dammit, we're in quite a predicament, Jill."
Jill,Female,"I know, Chris. Anyway, I have to open this room. *(She bangs on the handle twice, and moans.)* It doesn't work! Well, Chris, I'll be sure to come back and help you soon. Will you wait here?"
Chris,Male,Thanks! I'll be waiting here for you.
Barry,Male,Jill!
Barry,Male,"Jill, you're here too?"
Jill,Female,"Yes, you're here too?"
Barry,Male,"Look, uh, I lost my way."
Jill,Female,Let's get going!
Barry,Male,Jill!
Barry,Male,I was looking for you.
Jill,Female,Barry...
Barry,Male,Jill... Don't be angry. I wanted you to wait for me.
Jill,Female,"Barry, don't screw up again like you did when you dropped that rope."
Jill,Female,Wesker?
Wesker,Male,"You did a fine job, Barry."
Jill,Female,Just as I thought...
Wesker,Male,"I think you should stay away from Barry, Jill. I hear that his wife and two daughters will be in danger if he doesn't do everything I tell him to."
Jill,Female,You are so cruel...
Wesker,Male,"Well, you don't have to worry about anything, because you'll be free from this world very soon, Jill."
Jill,Female,Why do you have to destroy S.T.A.R.S?
Wesker,Male,"That's Umbrella's intention. This laboratory has been engaging in dangerous experiments, and recently an accident has occurred. Anyway, this disaster cannot be made public."
Jill,Female,"That's why having S.T.A.R.S. nosing about is so inconvenient. So you're a slave of Umbrella now, along with these virus monsters."
Wesker,Male,"I think you misunderstand me, Jill. To me, the monsters you mention mean nothing. I'm going to burn all of them together, with this entire laboratory. I must complete my mission, as ordered by Umbrella. Barry, go up on the ground and wait there."
Jill,Female,Barry!
Wesker,Male,Barry's such a fool. He'll be under the control of Umbrella forever.
Jill,Female,"How come both Umbrella and you can intimidate him, by taking his family as hostages?"
Wesker,Male,"Umbrella? Well, I intimidated him, but it had nothing to do with Umbrella. I just used him for my personal purposes, though both you and Barry seemed to think I was following orders from Umbrella."
Jill,Female,So you're planning something else?
Wesker,Male,"If you succeeded in developing the world's most powerful biological weapon, what would you do? What if you were in charge?"
Jill,Female,You must stop this now.
Wesker,Male,"You're a brave girl. But if I were you, I wouldn't give up such a big discovery. You guys are idiots. No one understands its real value."
Jill,Female,"So, you're going to steal all the research?"
Wesker,Male,Better yet. I'm going to show you the Tyrant.
Jill,Female,Wesker?
Wesker,Male,"You did a fine job, Barry."
Jill,Female,Just as I thought...
Wesker,Male,"I think you should stay away from Barry, Jill. I hear that his wife and two daughters will be in danger if he doesn't do everything I tell him to."
Jill,Female,You are so cruel...
Wesker,Male,"Well, you don't have to worry about anything, because you'll be free from this world very soon, Jill."
Jill,Female,Why do you have to destroy S.T.A.R.S?
Wesker,Male,"That's Umbrella's intention. This laboratory has been engaging in dangerous experiments, and recently an accident has occurred. Anyway, this disaster cannot be made public."
Jill,Female,"That's why having S.T.A.R.S. nosing about is so inconvenient. So you're a slave of Umbrella now, along with these virus monsters."
Wesker,Male,"I think you misunderstand me, Jill. To me, the monsters you mention mean nothing. I'm going to burn all of them together, with this entire laboratory. I must complete my mission, as ordered by Umbrella. Barry, go up on the ground and wait there."
Jill,Female,Barry!
Wesker,Male,Barry's such a fool. He'll be under the control of Umbrella forever.
Jill,Female,"How come both Umbrella and you can intimidate him, by taking his family as hostages?"
Wesker,Male,"Umbrella? Well, I intimidated him, but it had nothing to do with Umbrella. I just used him for my personal purposes, though both you and Barry seemed to think I was following orders from Umbrella."
Jill,Female,So you're planning something else?
Wesker,Male,"If you succeeded in developing the world's most powerful biological weapon, what would you do? What if you were in charge?"
Jill,Female,You must stop this now.
Wesker,Male,"You're a brave girl. But if I were you, I wouldn't give up such a big discovery. You guys are idiots. No one understands its real value."
Jill,Female,"So, you're going to steal all the research?"
Wesker,Male,Better yet. I'm going to show you the Tyrant.
Jill,Female,Barry!
Barry,Male,"Sorry, Jill."
Jill,Female,How is your family?
Barry,Male,"Uh, I was listening to what you and Wesker were talking about. I wish I'd realized it earlier. I thought it must have something to do with Umbrella, ya know... (pause) So it's all been masterminded by him!"
Jill,Female,"But it's good that you know that now. Anyway, let's get out of this house first."
Barry,Male,Jill!
Jill,Female,"Yes, what?"
Barry,Male,"Do you have any idea what Wesker was going to show you, at the back of this place?"
Jill,Female,"Well, he was talking about the world's most powerful biological weapon, called Tyrant, or something, I-I think."
Barry,Male,Do you think we could see Tyrant now?
Jill,Female,"Barry, you're so optimistic."
Barry,Male,(raising his weapon) It would look bad for S.T.A.R.S. if we let such a dangerous creature run loose...
Jill,Female,Maybe you're right. Let's go then.
Jill,Female,Wesker?
Wesker,Male,Barry is no longer useful.
Jill,Female,Just as I thought. You are the man behind all of this.
Wesker,Male,Hah hah heh heh.
Jill,Female,Why do you have to destroy S.T.A.R.S?
Wesker,Male,That's Umbrella's intention. This laboratory has
Jill,Female,"That's why having S.T.A.R.S. nosing about is so inconvenient. So you're a slave of Umbrella now, along with these virus monsters."
Wesker,Male,"I think you misunderstand me, Jill. To me, the monsters you mention mean nothing. I'm going to burn all of them together, with this entire laboratory. I must complete my mission, as ordered by Umbrella."
Jill,Female,So you're planning something else?
Wesker,Male,"If you succeeded in developing the world's most powerful biological weapon, what would you do? What if you were in charge?"
Jill,Female,You must stop this now.
Wesker,Male,"You're a brave girl. But if I were you, I wouldn't give up such a big discovery. You guys are idiots. No one understands its real value."
Jill,Female,"So, you're going to steal all the research?"
Wesker,Male,Better yet. I'm going to show you the Tyrant.
Wesker,Male,Tyrant virus is a super virus; which creates a monster which is much stronger than human beings. Tyrant is the most powerful biological weapon in the world.
Jill,Female,You don't mean you're experimenting on... real people?
Wesker,Male,This is really beautiful. All this power will be mine...
Jill,Female,For the sake of an awful creature?
Wesker,Male,Don't be upset. All weak people exist to be eaten.
Wesker,Male,"What? Don't come this way! (He reaches for the control panel, but is skewered by the Tyrant's huge claw.) No!!!!"
Jill,Female,It can't control what it does.
Jill,Female,Can a creature like this really be the ultimate biological weapon?
Barry,Male,Really. Wesker is a crazy man!
Jill,Female,Tyrant is not completely developed.
Barry,Male,But we can't let it live! (looks at the panel) That must be the computer for monitoring this creature!
Barry,Male,Damn you!
Jill,Female,(as the Tyrant looks at her) It can't control what it does.
Jill,Female,Barry? Barry!
Jill,Female,You're alive!
Barry,Male,I'm really... embarrassed... I was... clumsy.
Jill,Female,Let's get going.
Jill,Female,What happened to Wesker?
Voice,,The Triggering System has now been activated. All researchers stand by to take cover immediately... Unlock all routes for evacuation...
Barry,Male,Wesker must've set it off... There isn't much time left for us...
Chris,Male,"Oh, Jill! (runs up to Jill)"
Jill,Female,Sorry for keeping you waiting!
Chris,Male,"So, everything is done?"
Jill,Female,"Well, almost, yes. Now let's go!"
Chris,Male,Oh Jill!
Jill,Female,Oh Chris! So you're okay!
Chris,Male,Yeah! You too! What happened to Wesker?
Jill,Female,Let's talk about it later. Let's get out of here!
Barry,Male,Hi... Jill... It's you...
Jill,Female,Barry?
Barry,Male,I'm... really embarrassed... to see you now. Just... just leave me. Go... go quickly.
Jill,Female,"It's over, Barry. Wesker's dead."
Barry,Male,"Is that so? (pause) Jill, will you do me a favor? This is my last... wish. Please... give... this photo to my... family... Will you?"
Jill,Female,Sure.
Barry,Male,Forgive me... Jill...
Chris,Male,Jill!
Barry,Male,Hi... Jill... It's you...
Jill,Female,Barry?
Barry,Male,I'm... really embarrassed... to see you now. Just... just leave me. Go... go quickly.
Jill,Female,"It's over, Barry. Wesker's dead."
Barry,Male,"Is that so? (pause) Jill, will you do me a favor? This is my last... wish. Please... give... this photo to my... family... Will you?"
Jill,Female,Sure.
Barry,Male,Forgive me... Jill...
Chris,Male,My God!
Jill,Female,"Let's get going, Chris. We can't stop."
Barry,Male,Hurry!
Barry,Male,Hurry!
Brad,Male,"This is Brad... Running out of fuel... If there is anyone alive, contact me now, okay? This is the last time... (fades out)"
Jill,Female,"Oh no, you must be kidding! After we've come all the way here!"
Chris,Male,"Ladies first! Go first, Jill!"
Jill,Female,"But, Chris!"
Chris,Male,Give me a chance to play nice guy.
Jill,Female,"Okay, I leave it up to you. See you again at the heliport."
Voice,,There is three minutes until explosion.
Barry,Male,"Dammit! We have only one more step to go! Okay, I'll go. Jill, you try to contact Brad."
Jill,Female,Okay!
Voice,,There is three minutes until explosion.
Jill,Female,"Oh no, you must be kidding! After we've come all the way here!"
Chris,Male,"Ladies first! Go first, Jill!"
Jill,Female,"But, Chris!"
Chris,Male,Give me a chance to play nice guy.
Jill,Female,"Okay, I leave it up to you. See you again at the heliport."
Brad,Male,"It's coming! Jill, kill that monster! You're a(n) Amazon, Jill!"
Jill,Female,Your wife?
Barry,Male,"Yeah, uh, my wife and kids. (pause) Uh, they always wait up for me... Even (uh) today (uh) my eldest daughter... (pauses, his face twists) Aw, I'm sorry..."
Jill,Female,Don't worry about that. I know he must still be alive...
Chris,Male,"Alpha Team is flying around the forest zone, situated in northwest Raccoon City, where we're searching for the helicopter of our compatriots Bravo Team, who disappeared during the middle of our mission. [Background Talk: Wesker: Chris, you haven't found it? Chris: No, I haven't found it yet.]"
Chris,Male,"Bizarre murder cases have recently occured in Raccoon City. There are outlandish reports of families being attacked by a group of about 10 people. Victims were apparently eaten. Bravo Team went to the hideout of the group, and disappeared."
Jill,Female,"Look, Chris!"
Chris,Male,"It was Bravo Team's helicopter. Nobody was in it. But strangely, most of the equipment was still there. However, we soon discovered why."
Joseph,Male,Hey! Come here!
Jill,Female,Joseph!
Wesker,Male,Hwuh! Waah!
Chris,Male,No! Don't go!
Chris,Male,Jill! Run for that house!
Chris,Male,"There are only 3 STARS members left now: Captain Wesker, Jill, and myself. We don't know where Barry is."
Jill,Female,I don't know what happened.
Chris,Male,Barry! Where's Barry?
Wesker,Male,"Well, I'm sorry, but he's probably..."
Jill,Female,No...
Jill,Female,What is that?
Chris,Male,I'll go and check.
Wesker,Male,"Okay, Jill and I will stay in the hall in case of an emergency."
Jill,Female,Chris... take care.
Wesker,Male,Investigate if you hear any gunfire.
Chris,Male,Wesker? Jill?
Chris,Male,What happened to Jill and Wesker?
Chris,Male,Whoah! What is it?
Rebecca,Female,"What? Oh! Oh no! Sorry, I didn't mean to do that."
Chris,Male,"Heh ha, you must be from the Bravo Team."
Rebecca,Female,"Yes, I'm Rebecca. Rebecca Chambers. I'm a newcomer. I just joined the STARS Bravo Team last month. Well, I'm really sorry. Are you all right?"
Chris,Male,"Yes. I'm Chris Redfield, from the Alpha Team. Are you the only person here from the Bravo Team?"
Rebecca,Female,"Well, because the helicopter made a forced landing, I just ran into this house, anyway, but I, uh... uh..."
Chris,Male,"I see. There's nothing else you could've done, anyway, it's good you're here."
Rebecca,Female,"(salutes) Yes, sir. But it's strange... I serviced the helicopter recently, but something went wrong with the engine. It was such a short flight..."
Rebecca,Female,I wonder if everybody is...
Rebecca,Female,"Well? What should I do now? If you go out to search for the other members, how about letting me come with you?"
Chris,Male,"Alright, let's do it!"
Rebecca,Female,(salutes) Yes sir! I'll do my best. (pause) I have to prepare something; would you like to go ahead?
Rebecca,Female,"Well? What should I do now? If you go out to search for the other members, how about letting me come with you?"
Chris,Male,It's pretty dangerous outside; let me take care of it.
Rebecca,Female,"I understand. For now, I'll wait here, since there are a lot of chemicals in this room, and they might be useful. Well, I'll look over the chemicals."
Rebecca,Female,"Well, I'll look over the chemicals."
Rebecca,Female,"Ah, Chris! This room is fully equipped with medical supplies. I can treat you, except for your major injury. Would you like me to?"
Chris,Male,"Please do something for me, temporarily."
Rebecca,Female,Most of these medicines are from Umbrella.
Chris,Male,What's Umbrella?
Rebecca,Female,Don't you know? It's a large-scale pharmaceutical company based in Raccoon City.
Chris,Male,"Oh, I see. And do you know how much of the medicine is useable?"
Rebecca,Female,"Well, probably there is enough for 2 doses."
Rebecca,Female,"Chris, take care!"
Chris,Male,"I'm okay, but if something happens to me, (desperately) please take care of me."
Rebecca,Female,"Okay. You can depend on me. But we only have enough medicine for 3 more doses. Excuse me, but you aren't mad at me about all that, are you?"
Chris,Male,"Oh, of course not. You were pretty worried, though, weren't you? Hey, we're partners, aren't we? Let's work together."
Rebecca,Female,"Yes, sir! I'll do my best!"
Rebecca,Female,Are you alright? Want me to treat it?
Rebecca,Female,Are you alright? Want me to treat it?
Rebecca,Female,This is the last dose. Don't go doing reckless things anymore.
Rebecca,Female,Who are you?
Chris,Male,"I'm Chris, of Alpha Team. I've come to rescue you. Richard, what happened?"
Richard,Male,Chris... this house is too dangerous... there are terrible demons... (blood gushes up from a wound) Ouch!
Rebecca,Female,"Richard, don't talk. He seems to have been bitten by a poisonous snake, but the size of the wound is abnormally large."
Richard,Male,"It's not just a poisonous snake, it's a monster!"
Rebecca,Female,"Richard... He needs serum, but we left it in another room."
Chris,Male,"Okay, I'll go! (runs)"
Rebecca,Female,"Hurry, please!"
Chris,Male,"I will. Wait here, I'll be back soon."
Rebecca,Female,"Please, hurry!"
Richard,Male,Be careful!
Chris,Male,Here's the Serum! Is he alright?
Rebecca,Female,"Yes he is; thanks. Richard, hold on, I'll give you a shot now."
Richard,Male,Chris... Chris... here's a Radio... take it...
Chris,Male,Richard! No!
Rebecca,Female,Richard!
Richard,Male,Rebecca... be careful...
Rebecca,Female,Richard... Richard! Are you...
Chris,Male,"Rebecca, it's very dangerous out here. Will you come with me?"
Rebecca,Female,I... I'd like to stay here a little bit longer...
Chris,Male,"Okay, Rebecca. Can you use a gun? I'll look for the others. Protect yourself."
Rebecca,Female,"Chris, be careful, please!"
Rebecca,Female,"Be careful, please!"
Rebecca,Female,"It's me, Chris."
Chris,Male,"Is that you, Rebecca?"
Rebecca,Female,"Ah, it's the Moonlight Sonata."
Chris,Male,Can you play?
Chris,Male,"Wait, what is that?"
Rebecca,Female,"My interpretation is off a little. Chris, may I practice for a while?"
Rebecca,Female,"It's me, Chris."
Chris,Male,Are you all right?
Rebecca,Female,Yes. I have decided not to grieve any longer.
Rebecca,Female,"Ah, it's the Moonlight Sonata."
Chris,Male,Can you play?
Chris,Male,"Wait, what is that?"
Rebecca,Female,"My interpretation is off a little. Chris, may I practice for a while?"
Chris,Male,"See, just relax and play."
Rebecca,Female,Alright.
Chris,Male,Let's go back and look for them at once.
Rebecca,Female,All right.
Chris,Male,(scoldingly) Rebecca...
Rebecca,Female,"I know, I know. But just a little longer..."
Rebecca,Female,Chris! Chris!
Rebecca,Female,You like it? (Chris nods)
Chris,Male,"Oh, that was great!"
Rebecca,Female,"Wh, what is that?"
Rebecca,Female,"Chris, be careful!"
Rebecca,Female,"Chris, are you alright?"
Chris,Male,"Am I poisoned? Dammit, get me Serum..."
Rebecca,Female,Chris... Chris...
